ID	CanUserChange	CanCastSkill	MoveStateMask	ActiveSkillID1	ActiveSkillLevel1	ActiveSkillID2	ActiveSkillLevel2	ActiveSkillID3	ActiveSkillLevel3	ActiveSkillID4	ActiveSkillLevel4	ActiveSkillID5	ActiveSkillLevel5	ActiveSkillID6	ActiveSkillLevel6	ActiveSkillID7	ActiveSkillLevel7	ActiveSkillID8	ActiveSkillLevel8	ActiveSkillID9	ActiveSkillLevel9	ActiveSkillID10	ActiveSkillLevel10	PassiveSkillID1	PassiveSkillLevel1	PassiveSkillID2	PassiveSkillLevel2	PassiveSkillID3	PassiveSkillLevel3	PassiveSkillID4	PassiveSkillLevel4	PassiveSkillID5	PassiveSkillLevel5	PassiveSkillID6	PassiveSkillLevel6	PassiveSkillID7	PassiveSkillLevel7	PassiveSkillID8	PassiveSkillLevel8	SubActiveSkillID1	SubActiveSkillLevel1	SubActiveSkillID2	SubActiveSkillLevel2	SubActiveSkillID3	SubActiveSkillLevel3	SubActiveSkillID4	SubActiveSkillLevel4	SubActiveSkillID5	SubActiveSkillLevel5	SubActiveSkillID6	SubActiveSkillLevel6	SubActiveSkillID7	SubActiveSkillLevel7	SubActiveSkillID8	SubActiveSkillLevel8	SubActiveSkillID9	SubActiveSkillLevel9	SubActiveSkillID10	SubActiveSkillLevel10	SubActiveSkillID11	SubActiveSkillLevel11	SubActiveSkillID12	SubActiveSkillLevel12	SubActiveSkillID13	SubActiveSkillLevel13	SubActiveSkillID14	SubActiveSkillLevel14	SubActiveSkillID15	SubActiveSkillLevel15	SubActiveSkillID16	SubActiveSkillLevel16	MoveStateMask2	ActiveSkillID11	ActiveSkillLevel11	ActiveSkillID12	ActiveSkillLevel12	ActiveSkillID13	ActiveSkillLevel13	ActiveSkillID14	ActiveSkillLevel14	ActiveSkillID15	ActiveSkillLevel15	ActiveSkillID16	ActiveSkillLevel16	ActiveSkillID17	ActiveSkillLevel17	ActiveSkillID18	ActiveSkillLevel18	ActiveSkillID19	ActiveSkillLevel19	ActiveSkillID20	ActiveSkillLevel20	ActiveSkillID21	ActiveSkillLevel21	ActiveSkillID22	ActiveSkillLevel22	ActiveSkillID23	ActiveSkillLevel23	ActiveSkillID24	ActiveSkillLevel24	ActiveSkillID25	ActiveSkillLevel25	ActiveSkillID26	ActiveSkillLevel26	ActiveSkillID27	ActiveSkillLevel27	ActiveSkillID28	ActiveSkillLevel28	ActiveSkillID29	ActiveSkillLevel29	ActiveSkillID30	ActiveSkillLevel30	ActiveSkillID31	ActiveSkillLevel31	ActiveSkillID32	ActiveSkillLevel32	CanJump
732	1	0	4294967295	26278	1	26279	1	26280	1	26281	1	26282	1	26283	1	26284	1	26315	1	24797	1	26314	1																	26298	1	26299	1	26300	1	26301	1	26302	1	26303	1	26304	1																																																																
733	1	0	4294967295	26285	1	26286	1	26287	1	26288	1	26289	1	26290	1	26291	1	26315	1	26316	1	24797	1																	26305	1	26306	1	26307	1	26308	1	26309	1	26310	1	26311	1																																																																
734	0	0	4294967295	26361	1	26360	1	26363	1	26362	1	26364	1	26365	1	26366	1	26367	1																																																																																																		
735	0	0	4294967295	26361	1	26360	1	26363	1	26362	1	26364	1	26365	1	26367	1																																																																																																				
736	0	0	4294967295	26371	1	26372	1																																																																																																														
737	1	0	4294967295	26380	1	26381	1																																																																																																														
738	1	0	536805150	26398	1																																			13158	1	9151	1																																																																										
739	1	0	536805150	9301	1	9302	1	9307	1	26397	1																																																																																																										
740	1	0	536805150	26408	1																																																																																																																
741	1	0	536805150	8968	1	8955	1	8962	1	26407	1																																																																																																										
742	0	1	536805374	26409	1																																																																																																																
743	0	0	4294967295	26417	1	26418	1																																																																																																														
744	0	0	536805375	26495	1	26505	1																																																																																																														
745	0	0	536805375	26497	1	26505	1																																																																																																														
746	0	0	4294967295	26514	1																																																																																																																
748	0	0	4294967295	26542	1	26543	1	26544	1	26545	1																																																																																																										
749	0	0	3758030847	26378	1																																																																																																																
750	0	0	4294967295	26584	1	26585	1	26586	1	26587	1	26588	1																																																																																																								
751	0	0	4294967295	26590	1	26591	1																																																																																																														
752	0	1	4294967295																																																																																																																		
753	0	0	4294967295	26609	1	26616	1	26617	1																																																																																																												
754	0	0	3221159935	8815	1	26637	1	8818	1	8820	1	8821	1	22908	1									0	0	0	0													8835	1	8817	1																																																																										
755	0	0	4294967295	26647	1	26649	1																																																																																																														
756	0	0	4294967295	26676	1	26677	1	26678	1																																																																																																												
757	0	0	4294967295	26685	1	26686	1	26687	1	26688	1																																																																																																										
758	0	1	3758030846	26781	1	26782	1																																																																																																														
759	0	0	4294967295	26712	1																																																																																																																
760	0	0	4294967295	26941	1	26942	1	26943	1	27104	1																																																																																																										
761	0	0	4294967295	26850	1	29575	1																																																																																																														
762	0	0	4294967295	26788	1																																																																																																																
763	0	0	4294967295	26998	1																																																																																																																
764	0	0	4294967295	26794	1	26797	1																																	26795	1	26796	1																																																																										
765	0	0	4294967295	26866	1																																																																																																																
766	0	1	3758030846	26876	1	26877	1																																																																																																														
767	0	1	3758030846	26876	1	26878	1																																																																																																														
768	0	1	3758030846	26876	1	26879	1																																																																																																														
769	0	0	4294967295	26852	1	26854	1																	26853	1																																																																																												
771	1	0	4294967295	26394	1																																																																																																																
772	0	1	4294967295	26975	1																																																																																																																
773	1	0	4294967295	26920	1	26921	1	26922	1	26923	1																																																																																																										
774	0	0	4294967295	26951	1	26952	1	26953	1	26954	1	26955	1																																																																																																								
775	1	0	4294967295	26971	1	26972	1	26973	1	26974	1																																																																																																										
776	0	0	4294967295	27007	1	27010	1																																	27008	1	27009	1																																																																										
777	0	0	4294967295	27012	1	27013	1	27014	1	26954	1	26955	1																																																																																																								
778	1	0	3758030847	27015	1																																																																																																																
779	0	0	4294967295	27019	1																																																																																																																
781	1	0	4294967295	27026	1	27027	1	27028	1	27029	1																																																																																																										
782	1	0	4294967295	27030	1	27031	1	27032	1																																																																																																												
783	0	0	4294967295	27043	1	27046	1																																	27044	1	27045	1																																																																										
784	0	0	4294967295	27052	1	27053	1																																																																																																														
785	0	0	4294967295	27055	1	27054	1																																																																																																														
786	0	1	4294967295	27072	1																																																																																																																
787	0	1	4294967295	27087	1	27073	1																																																																																																														
788	0	0	4294967295	27108	1	27109	1	27110	1																																																																																																												
789	0	0	4294967295	27111	1	27110	1																																																																																																														
790	0	0	4294967295	27124	1	27123	1	27142	1	27127	1																																																																																																										
791	0	0	4294967295	27132	1																																																																																																																
792	0	0	4294967295	27171	1	27173	1																																																																																																														
793	0	0	4294967295	27172	1																																																																																																																
794	0	0	4294967295	27174	1	31257	1																																																																																																														
795	0	0	4294967295	27143	1	27170	1																																																																																																														
796	0	0	4294967295	27187	1	28821	1	28822	1																																																																																																												
797	0	0	4294967295	27053	1																																																																																																																
798	0	1	4294967295	27087	1	27074	1																																																																																																														
799	0	0	4294967295	27214	1																																																																																																																
800	0	0	4294967295	27215	1																																																																																																																
801	0	0	4294967295	27216	1																																																																																																																
802	0	0	4294967295	27217	1																																																																																																																
803	0	0	4294967295	27218	1																																																																																																																
804	0	0	4294967295	27219	1																																																																																																																
805	0	0	4294967295	27220	1																																																																																																																
806	0	0	4294967295	27221	1																																																																																																																
807	0	0	4294967295	27222	1																																																																																																																
808	0	0	4294967295	27237	1	27240	1																																	27238	1	27239	1	27242	1	27260	1																																																																						
809	0	0	4294967295	27264	1	27265	1																																																																																																														
810	0	0	4294967295	27292	1	27290	1	27291	1																																																																																																												
811	0	0	4294967295	27316	1	27317	1	27318	1																																																																																																												
812	0	0	4294967295	27330	1																			27329	1																																																																																												
813	1	0	4294967295	27374	1																																																																																																																
814	0	1	4294967295	27412	1	27413	1	27414	1	27415	1																																																																																																										
815	0	0	4294967295	27442	1	27444	1																	27443	1																																																																																												
816	0	1	4294967295	27450	1																																																																																																																
817	0	0	4294967295	27455	1																																																																																																																
818	0	0	4294967295	27456	1																																																																																																																
819	0	0	4294967295	27478	1	27481	1																																	27479	1	27480	1																																																																										
820	0	0	4294967295	27532	1	27533	1																																																																																																														
821	0	0	4294967295	27127	1																																																																																																																
822	0	0	4294967295	27127	1	27540	1																																																																																																														
823	0	0	4294967295	27127	1	27540	1	27541	1	27124	1																																																																																																										
824	0	0	4294967295	27549	1																																																																																																																
826	1	0	4294967295	27573	1	27574	1																																																																																																														
828	1	0	4294967295	27944	1	27945	1	27946	1	27947	1	27948	1	27949	1	27950	1	27951	1	27952	1	27953	1																																																																																														
829	0	0	4294967295	28045	1	28046	1	28047	1																																																																																																												
830	0	0	4294967295	27986	1	27987	1	27988	1	27989	1																																																																																																										
831	0	0	4294901759	28068	1	28069	1	28070	1																																																																																																												
832	0	0	4294967295	28073	1	28075	1																	28074	1																																																																																												
833	1	0	4294967295	28101	1																																																																																																																
834	1	0	4294967295	28141	1																																																																																																																
835	0	0	4294967295	27864	1	27865	1	27866	1	27867	1																																																																																																										
836	0	0	4294967295	28169	1	28203	1	24758	1																																																																																																												
837	0	0	4294967295	28170	1	28204	1	24758	1																																																																																																												
838	0	1	4294967295	28245	1																																																																																																																
839	0	0	3758022658	28005	1																																																																																																																
840	0	1	4294967295	27973	1																																																																																																																
841	0	0	4294967295	28444	1	28462	1	28463	1	30898	1	28480	1																																																																																																								
842	0	0	4294967295	28538	1	28562	1	28555	1	28480	1																																																																																																										
843	0	0	4294967295	28521	1	28524	1																																	28522	1	28523	1																																																																										
844	0	0	4294967295	28520	1																																																																																																																
845	1	0	4294967295	28662	1	28579	1	28584	1																																																																																																												
846	0	0	4294967295	29757	1	29760	1																																	29758	1	29759	1																																																																										
847	0	0	4294967295	28930	1	28932	1	28933	1																																																																																																												
848	0	0	4294967295	29036	1	30169	1																																																																																																														
849	0	0	4294967295	29200	1	29201	1																																																																																																														
850	0	0	4294967295	29283	1	29476	1	29267	1																																																																																																												
851	0	0	4294967295	29278	1	29349	1																																																																																																														
852	0	0	4294967295	29286	1	29289	1																																	29287	1	29288	1																																																																										
853	0	0	4294967295	29304	1																																																																																																																
854	0	0	4294967295	29327	1	29328	1	29329	1																																																																																																												
855	1	1	4294967295	29353	1	29354	1	29355	1	29356	1																																																																																																										
856	1	0	4294967295	29358	1	29377	1	29378	1																																																																																																												
857	0	0	4294967295	29462	1	29463	1																																																																																																														
859	1	0	4294967295	29407	1	29409	1	29395	1																																																																																																												
860	1	0	4294967295	29408	1	29409	1	29395	1																																																																																																												
861	1	0	4294967295	29405	1	29394	1	29395	1																																																																																																												
862	1	0	4294967295	29378	1	29386	1	29381	1																																																																																																												
863	1	0	4294967295	29358	1	29387	1	29382	1																																																																																																												
864	1	0	4294967295	29424	1	29426	1	29422	1																																																																																																												
865	1	0	4294967295	29424	1	29426	1	29412	1																																																																																																												
866	1	0	4294967295	29424	1	29422	1	29416	1																																																																																																												
867	1	0	4294967295	29393	1	29409	1	29395	1																																																																																																												
868	1	0	4294967295	29401	1	29394	1	29409	1																																																																																																												
869	1	0	4294967295	29396	1	29405	1	29395	1																																																																																																												
870	1	0	4294967295	29381	1	29378	1	29386	1																																																																																																												
871	1	0	4294967295	29385	1	29387	1	29382	1																																																																																																												
872	1	0	4294967295	29405	1	29409	1	29404	1																																																																																																												
873	1	0	4294967295	29399	1	29409	1	29404	1																																																																																																												
874	1	0	4294967295	29432	1	29440	1	29447	1																																																																																																												
875	1	0	4294967295	29432	1	29433	1	29447	1																																																																																																												
876	1	0	4294967295	29412	1	29422	1	29416	1																																																																																																												
878	0	0	4294967295	8600	1	29690	1	29691	1	8613	1	8614	1	8615	1																									8601	1	8487	1																																																																										
879	0	0	4294967295	29669	1																																			29682	1	29682	2	29682	3																																																																								
880	0	0	4294967295	29707	1	29708	1																																																																																																														
881	0	0	4294967295	29712	1																																																																																																																
882	0	0	4294967295	29710	1																																			29711	1	29711	2	29711	3																																																																								
883	0	0	4294967295	29753	1	29755	1																																																																																																														
884	1	0	4294967295	8597	1	7786	1	7783	1	7794	1	7788	1	13742	1									0	1	0	1	0	1	0	1									7782	1	7784	1	7785	1	7793	1	7797	1																																																																				
885	0	1	4294967295	28764	1	28765	1	28766	1																																																																																																												
886	0	1	4294967295	29841	1	29843	1	29844	1	29847	1	29848	1	29851	1																																																																																																						
887	0	0	4294967295	29921	1	29924	1																																	29922	1	29923	1																																																																										
888	1	0	4294967295	29928	1	29929	1																																																																																																														
889	0	0	4294967295	29961	1	29962	1	29973	1																																																																																																												
890	0	0	3758030847	30076	1	30245	1																																																																	3																																													
891	0	1	4294901759	29996	1																																																																																																																
893	0	0	4294967295	30112	1																																																																																																																
894	0	1	4294967295	30147	1																																																																																																																
895	0	0	4294967295	30091	1	30092	1																																																																																																														
896	0	1	4294967295	30160	1	30163	1																																																																																																														
897	0	1	4294967295	30161	1	30164	1																																																																																																														
898	0	1	4294967295	30162	1	30165	1																																																																																																														
899	0	1	4294967295	30189	1																																																																																																																
900	0	0	4294967295	30221	1	30225	1	30223	1	30430	1																																																																																																										
901	0	0	4294967295	30280	1	30281	1																	30356	1																																																																																												
902	0	0	4294967295	30287	1																																																																																																																
903	0	0	4294967295	30291	1	30294	1																																	30292	1	30293	1																																																																										
904	0	0	4294967295	30307	1	30310	1																																	30308	1	30309	1																																																																										
905	0	0	4294967295	30283	1	30357	1	30281	1																																																																																																												
906	0	0	4294967295	30374	1	30377	1																																	30375	1	30376	1																																																																										
907	0	0	4294967295	30388	1	30389	1	30390	1																																																																																																												
908	0	0	4294967295	30391	1	30390	1																																																																																																														
909	0	0	4294967295	8600	1	8613	1	8614	1	8615	1																													8601	1	8487	1																																																																										
910	0	1	4294967295	30424	1																																																																																																																
911	0	0	4294967295	30443	1	30444	1																																																																																																														
912	0	0	4294967295	30473	1	30476	1																																	30474	1	30475	1																																																																										
913	1	0	4294967295	30468	1	30469	1	30495	1																																																																																																												
914	1	0	4294967295	26014	1	26272	1	26273	1	26274	1	26275	1	26276	1	26277	1	26278	1	26279	1	26280	1																																																		26281	1	26282	1	26283	1	26284	1	26285	1	26286	1	26287	1	26288	1	26289	1	26290	1	26291	1																							
915	0	0	4294967295	30480	1	30479	1																	30481	1																																																																																												
916	0	0	4294967295	30486	1	30487	1																																																																																																														
917	0	0	4294967295	30652	1																																																																																																																
918	0	0	4294967295	30885	1	30887	1																																	30886	1																																																																												
919	0	0	4294967295	30892	1																																																																																																																
920	0	1	4294967295	30895	1																																																																																																																
921	1	0	4294967295	30907	1	30905	1	30906	1	30908	1																																																																																																										
922	1	0	4294967295	30907	1																																																																																																																
923	1	0	4294967295	30907	1	30908	1																																																																																																														
924	0	1	4294967295	30937	1	30941	1																																																																																																														
925	0	0	4294967295	30994	1	30997	1																																	30995	1	30996	1																																																																										
926	0	0	4294967295	31074	1	31073	1																	31075	1																																																																																												
927	0	0	4294967295	31019	1	31022	1	31023	1																																																																																																												
928	0	0	4294967295	31040	1																																																																																																																
929	0	0	4294967295	31041	1																																																																																																																
930	0	0	4294967295	31044	1																																																																																																																
931	0	0	4294967295	32344	1	32345	1	32346	1																																																																																																												
932	0	0	4294967295	32373	1																																																																																																																
933	0	0	4294967295	31084	1	31085	1																																																																																																														
934	0	0	4294967295	31103	1	31105	1																																																																																																														
935	0	0	4294967295	31104	1	31105	1																																																																																																														
936	0	0	4294967295	31116	1	31101	1	31139	1	31213	1	31224	1																																																																																																								
937	0	0	4294967295	31116	1	31101	1	31131	1	31213	1	31224	1																																																																																																								
938	0	0	4294967295	31132	1	31096	1	31095	1	31158	1	31213	1	31224	1									31107	1																																																																																												
939	0	0	4294967295	31132	1	31129	1	31095	1	31158	1	31213	1	31224	1									31109	1																																																																																												
940	0	0	4294967295	31132	1	31127	1	31095	1	31158	1	31213	1	31224	1									31108	1																																																																																												
941	0	0	4294967295	31132	1	31141	1	31095	1	31158	1	31213	1	31224	1									31110	1																																																																																												
942	0	0	4294967295	31132	1	31130	1	31095	1	31158	1	31213	1	31224	1									31111	1																																																																																												
943	0	0	4294967295	31132	1	31219	1	31095	1	31158	1	31213	1	31224	1									31112	1																																																																																												
944	0	0	4294967295	31257	1																																																																																																																
945	0	0	4294967295	31257	1																																																																																																																
946	0	0	4294967295	31168	1	31170	1																																																																																																														
947	0	0	4294967295	31167	1	31175	1																																																																																																														
948	0	0	4294967295	31209	1																																																																																																																
949	1	0	4294967295	31228	1	31227	1	31214	1	31225	1	31226	1																											31215	1	31216	1	31217	1	31303	1	31304	1	31305	1	31302	1	31335	1	31543	1	31544	1	31545	1																																																								
950	0	0	4294967295	31278	1	31277	1	31244	1	31275	1	31276	1																											31335	1	31543	1	31544	1	31545	1	31272	1	31273	1	31610	1	31605	1	31606	1	31607	1	31608	1																																																								
951	0	0	4294967295	31284	1	31283	1	31246	1	31281	1	31282	1																											31279	1	31280	1	31628	1	31629	1	31630	1	31631	1	31335	1	31543	1	31544	1	31545	1																																																										
952	1	0	4294967295	31290	1	31289	1	31248	1	31287	1	31288	1																											31285	1	31286	1	31554	1	31555	1	31556	1	31557	1	31543	1	31544	1	31545	1	31335	1																																																										
953	0	0	4294967295	31116	1	31139	1	31101	1	31213	1																																																																																																										
954	0	0	4294967295	31116	1	31131	1	31101	1	31213	1																																																																																																										
955	0	0	4294967295	31213	1	31132	1	31158	1	31096	1													31107	1																																																																																												
956	0	0	4294967295	31213	1	31132	1	31158	1	31129	1													31109	1																																																																																												
957	0	0	4294967295	31213	1	31132	1	31158	1	31127	1	31258	1											31108	1																																																																																												
958	0	0	4294967295	31213	1	31132	1	31158	1	31141	1													31110	1																																																																																												
959	0	0	4294967295	31213	1	31132	1	31158	1	31130	1													31111	1																																																																																												
960	0	0	4294967295	31213	1	31132	1	31158	1	31219	1													31112	1																																																																																												
961	0	0	4294967295	31268	1	31269	1																																																																																																														
962	0	0	4294967295	31095	1	31299	1																																																																																																														
963	1	0	4294967295	31270	1																																																																																																																
964	0	0	4294967295	31308	1	31299	1																																																																																																														
965	0	0	4294967295	31404	1	32645	1																																																																																																														
966	1	0	4294967295	31391	1	32383	1	32384	1	32385	1	33371	1	33372	1																																																																																																						
967	0	0	4294967295	31463	1																																			31472	1																																																																												
968	0	0	4294967295	31499	1																																																																																																																
969	0	0	4294967295	31507	1																																																																																																																
970	0	0	4294967295	31525	1																																																																																																																
971	0	1	4294967295	31519	1	31533	1																																																																																																														
972	0	0	4294967295	31567	1																																																																																																																
973	0	0	4294967295	31568	1																																																																																																																
974	1	0	4294967295	31665	1	31666	1																																																																																																														
975	1	0	4294967295	31667	1	31671	1																																																																																																														
976	1	0	4294967295	31668	1	31669	1																																																																																																														
977	0	0	4294967295	31696	1	31697	1																																																																																																														
978	0	0	4294967295	31699	1																																																																																																																
979	0	0	4294967295	31700	1	31701	1																																																																																																														
980	1	0	4294967295	33010	1	31805	1	31806	1																																																																																																												
981	0	0	4294967295	31897	1	31898	1	31899	1	31900	1																																																																																																										
982	0	0	4294967295	31908	1	31909	1																																																																																																														
983	0	0	4294967295	31957	1	31960	1																																	31958	1	31959	1																																																																										
984	0	0	4294967295	31962	1	31964	1																	32042	1																																																																																												
985	1	0	4294967295	31977	1																																																																																																																
986	0	0	4294967295	32054	1	32055	1																																																																																																														
987	0	0	4294967295	32069	1	32072	1	32073	1	32121	1	32137	1	32326	1																									32342	1																																																																												
988	0	0	4294967295	32082	1	32083	1																																																																																																														
989	0	0	4294967295	32099	1	32100	1																																																																																																														
990	0	0	4294967295	32102	1	32103	1																	32104	1																																																																																												
991	0	0	4294967295	32109	1																																																																																																																
992	0	0	4294967295	33150	1	32157	1	32158	1	32159	1																																																																																																										
993	0	0	4294967295	32202	1	32203	1	32204	1																																																																																																												
994	0	0	4294967295	32194	1	32195	1																																																																																																														
995	0	0	4294967295	32208	1	32211	1																																	32209	1	32210	1																																																																										
996	0	0	4294967295	32243	1	32072	1	32073	1	32121	1	32137	1	32326	1																																																																																																						
997	0	0	4294967295	32244	1																																																																																																																
998	0	0	4294967295	32274	1	32275	1	32276	1	32277	1																																																																																																										
999	0	1	4294967295	32318	1																																																																																																																
1000	0	0	4294967295	32319	1	32317	1																																																																																																														
1001	0	0	4294967295	32069	1	32072	1	32295	1																																																																																																												
1002	0	0	4294967295	32069	1	32072	1	32073	1	32121	1	32137	1	32326	1																									32342	1																																																																												
1003	1	0	4294967295	32328	1																																																																																																																
1004	0	0	4294967295	32347	1																																																																																																																
1005	0	0	4294967295	32350	1	32351	1																																																																																																														
1006	0	0	4294967295	32365	1	32368	1																																	32366	1	32367	1																																																																										
1007	0	1	4294967295	32391	1																																																																																																																
1008	0	0	4294967295	33165	1	33166	1	33167	1	33171	1																																																																																																										
1009	0	0	4294967295	33443	1																																																																																																																
1010	0	0	4294967295	32993	1	32994	1																																																																																																														
1011	0	0	4294967295	33001	1	33004	1																																	33002	1	33003	1																																																																										
1012	1	0	4294967295	33049	1	33050	1																																																																																																														
1013	0	1	4294967295	33084	1																																																																																																																
1014	0	0	3758030847	33170	1	33189	1	33190	1	33191	1	33173	1																																																																																																								
1015	0	0	4294967295	33223	1																																																																																																																
1016	0	0	4294967295	33235	1																																																																																																																
1017	0	0	4294967295	8600	1	33286	1	33287	1	8613	1	8614	1	8615	1																									8601	1	8487	1																																																																										
1018	0	0	4294967295	33276	1	33279	1																																	33277	1	33278	1																																																																										
1019	0	0	4294967295	33301	1	33303	1																	33302	1																																																																																												
1020	0	0	4294967295	33468	1																																																																																																																
1021	0	1	4294967295	33546	1	33545	1																																																																																																														
1022	0	0	4294967295	33551	1	33554	1																																	33552	1	33553	1																																																																										
1023	0	0	4294967295	33469	1	33471	1	33473	1	33474	1	33475	1																											33470	1	33472	1	33578	1																																																																								
1024	0	0	4294967295	33479	1	33482	1	33484	1	33486	1																													33480	1	33481	1	33487	1	33610	1	33611	1																																																																				
1025	0	0	4294967295	33497	1	33499	1	33501	1	33503	1																													33498	1	33521	1	33523	1																																																																								
1026	0	0	4294967295	33488	1	33490	1	33493	1	33496	1													33638	1															33494	1																																																																												
1027	0	1	536805375	33565	1	33566	1																																																																																																														
1028	0	0	4294967295	33560	1	33562	1																	33561	1																																																																																												
1029	0	0	4294967295	33658	1	33910	1																																	33913	1																																																																												
1030	0	0	4294967295	33678	1	33679	1																																																																																																														
1031	0	0	4294967295	33681	1	33682	1																																																																																																														
1032	0	0	4294967295	35146	1	35145	1																																																																																																														
1033	0	0	4294967295	33742	1	33743	1																																																																																																														
1034	0	0	4294967295	33811	1	33682	1																																																																																																														
1035	0	0	4294967295	33857	1	33858	1	33859	1	34020	1																																																																																																										
1036	0	0	4294967295	33469	1	33471	1	33473	1	33474	1	33475	1	33867	1	33868	1	33869	1																					33470	1	33472	1	33578	1																																																																								
1037	0	0	4294967295	33479	1	33482	1	33484	1	33486	1	33867	1	33868	1	33869	1																							33480	1	33481	1	33487	1	33610	1	33611	1																																																																				
1038	0	0	4294967295	33497	1	33499	1	33501	1	33503	1	33867	1	33868	1	33869	1																							33498	1	33521	1	33523	1																																																																								
1039	0	0	4294967295	33488	1	33490	1	33493	1	33496	1	33867	1	33868	1	33869	1							33638	1															33494	1																																																																												
1040	0	0	4294967295	33887	1	33890	1																																	33888	1	33889	1																																																																										
1041	1	0	4294967295	33891	1	33892	1																																																																																																														
1042	0	0	4294967295	33896	1	33895	1																																																																																																														
1043	0	0	4294967295	33898	1	33899	1																																																																																																														
1044	0	1	4294967295	33666	1	33667	1	33668	1	33669	1																																																																																																										
1045	1	1	4294967295	33916	1	33917	1																																																																																																														
1046	0	1	4294967295	33925	1	33926	1	33668	1	33669	1																																																																																																										
1047	0	0	4294967295	33930	1	33931	1	33933	1																															33932	1	33934	1	33935	1																																																																								
1048	0	0	4294967295	33945	1	33943	1	33919	1	33940	1	33942	1																											33920	1	33921	1	33937	1	33938	1	33939	1	33941	1	33944	1	33946	1	33971	1	33972	1	33973	1	33974	1	31335	1	31543	1	31544	1	31545	1																																														
1049	0	0	4294967295	34031	1																																																																																																																
1050	0	0	4294967295	34037	1	34040	1																																	34038	1	34039	1																																																																										
1051	0	0	4294967295	34034	1	34035	1																	34041	1																																																																																												
1052	0	0	4294967295	34972	1																																																																																																																
1053	0	1	4294967295	34272	1	34273	1	34271	1																																																																																																												
1054	0	0	4294967295	34173	1	34050	1	34051	1	34177	1																													34174	1	34175	1	34176	1																																																																								
1055	0	0	3758030847	34247	1																																																																																																																
1056	0	0	3758030847	34394	1																																																																																																																
1057	0	0	4294967295	34251	1	34254	1																																	34252	1	34253	1																																																																										
1058	0	0	4294967295	34266	1	34267	1																																																																																																														
1059	0	1	4294967295	34399	1	34398	1																																																																																																														
1060	0	1	4294967295	34400	1	34398	1																																																																																																														
1061	0	0	4294967295	34422	1	34423	1	34424	1																																																																																																												
1062	0	0	4294967295	34462	1	34465	1																																	34463	1	34464	1																																																																										
1063	0	0	4294967295	34488	1	34495	1	34489	1																															34490	1	34491	1	34492	1	34493	1	34494	1																																																																				
1064	0	1	4294967295	34576	1																																																																																																																
1065	0	0	4294967295	34598	1	34599	1	34600	1																																																																																																												
1066	0	0	4294967295	34645	1	34646	1	34647	1																																																																																																												
1067	0	0	4294967295	34706	1	34707	1																																																																																																														
1068	1	0	4294967295	34774	1	34775	1																																																																																																														
1069	1	0	4294967295	34790	1	34789	1	34784	1	34787	1	34788	1																											34785	1	34786	1	34894	1	34895	1	34896	1	34897	1	31335	1	31543	1	31544	1	31545	1																																																										
1070	0	0	4294967295	34938	1	34937	1	34939	1																																																																																																												
1071	0	0	4294967295	34955	1	34956	1	34957	1																																																																																																												
1072	0	0	4294967295	34964	1	34967	1																																	34965	1	34966	1																																																																										
1073	0	0	4294967295	34986	1	34987	1																																																																																																														
1074	0	0	4294967295	35022	1	35021	1																	35023	1																																																																																												
1075	0	0	4294967295	35031	1	35032	1																																																																																																														
1076	0	0	4294967295	35106	1	35107	1																																																																																																														
1077	0	0	4294967295	10738	1	10739	1																																																																																																														
1078	1	0	4294967295	35210	1	35211	1																																																																																																														
1079	0	0	4294967295	35216	1	35215	1																	35217	1																																																																																												
1080	0	0	4294967295	35235	1	35236	1	35239	1	35237	1																																																																																																										
1081	0	0	4294967295	35239	1	35240	1																																																																																																														
1082	0	0	4294967295	35242	1	35246	1	35347	1																															35243	1	35244	1	35245	1																																																																								
1083	0	0	4294967295	35273	1	35274	1																																																																																																														
1084	0	0	4294967295	35298	1	35299	1	35300	1	35302	1																																																																																																										
1085	0	0	4294967295	35310	1	35313	1																																	35311	1	35312	1																																																																										
1087	0	0	4294967295	35375	1	35376	1																																																																																																														
1088	0	0	4294967295	35332	1																																																																																																																
1089	0	0	4294967295	35395	1	35398	1																																	35396	1	35397	1	35395	1																																																																								
1090	0	0	4294967295	35455	1																																																																																																																
1091	0	0	4294967295	35500	1																																																																																																																
1092	0	0	4294967295	35541	1	35540	1																																																																																																														
1093	0	0	4294967295	35547	1																																																																																																																
1094	1	0	4294967295	35198	1	35197	1	35192	1	35195	1	35196	1																											31335	1	31543	1	31544	1	31545	1	35193	1	35194	1	35254	1	35253	1	35256	1	35255	1																																																										
1095	0	0	4294967295	35600	1	35601	1	35602	1	35603	1																																																																																																										
1096	0	0	4294967295	35633	1																																																																																																																
1097	0	0	4294967295	35555	1	35556	1																																																																																																														
1098	1	0	4294967295	35625	1																																																																																																																
1099	0	0	4294901759	35509	1																																																																																																																
1100	0	0	4294967295	35791	1	35792	1	35793	1	35794	1																																																																																																										
1101	0	0	4294967295	35781	1	35780	1																																																																																																														
1102	0	0	4294967295	35820	1																																																																																																																
1103	0	0	4294967295	35878	1	35877	1	35927	1																																																																																																												
1104	0	1	4294967295	35869	1	35870	1	35871	1																																																																																																												
1105	0	0	4294967295	35875	1	35876	1																																																																																																														
1106	1	0	4294967295	35629	1																																																																																																																
1107	0	0	4294967295	35921	1	35922	1	35923	1																																																																																																												
