ID	Length	String
STR_RETURNBACK	10	返回上一页
STR_WNDRANG_SKILLRANK	8	江湖恩怨
STR_WNDRANG_SKILLRANKTIPS	30	无法支付赏金对目标发布决斗挑战
STR_RECHARGE_TIPS_1	35	累计充值满15元，共可获得翻牌次数3次
STR_RECHARGE_TIPS_2	35	累计充值满30元，共可获得翻牌次数8次
STR_RECHARGE_TIPS_3	36	累计充值满60元，共可获得翻牌次数18次
STR_RECHARGE_TIPS_4	37	累计充值满120元，共可获得翻牌次数38次
STR_RECHARGE_TIPS_5	37	累计充值满180元，共可获得翻牌次数58次
STR_CANCLE_PAY	8	放弃资格
STR_SHADIRENSHU	10	伤敌人数：
STR_THISZHANJIE	8	当前战阶
STR_ZHANJIEEXPLIAN	8	战阶说明
STR_ZHANJIREWORDEEXPLIAN	14	战阶排名奖励：
STR_CHAKANJIANGLI	8	奖励介绍
STR_SHIQINOW	10	当前士气：
STR_NEXTZHANJIE	8	下级战阶
STR_ZHANJIEPAIMINGJIANG	12	战阶排名奖励
STR_ZHANJIEPAIMINGEXPLIAN	35	战阶排名前500名的玩家可领取奖励列表
STR_RENAMEGUILD	8	帮会改名
STR_RENAMEGUILDTIME	18	本帮剩余改名次数：
STR_GUILDRENAMEPAY	52	注：任何人都可为帮会购买改名次数，但帮主才有改名权限
STR_FORMERNAME	8	原帮会名
STR_NOWGUILDNAME	8	新帮会名
STR_SURENOWGUILDNAME	12	确认新帮会名
STR_EIGHEHANZI	17	最多可输入8个汉字
STR_EIGHEHANZIMORE	18	请再次输入新帮会名
STR_BUYRENAME	12	购买改名次数
STR_PEOPLE_RECRUIT	8	可招人数
STR_PEOPLE_RANK	8	名士排行
STR_TEAM_CONFIG	8	队伍配置
STR_EXTERIORBOX_PAYFORANOTHER	4	代付
STR_EXTERIORBOX_PAYER	8	代付人：
STR_EXTERIORBOX_BUYTITLE	8	找我支付
STR_EXTERIORBOX_PAYTITLE	8	找人代付
STR_EXTERIORBOX_BUYPLAYER	6	发起人
STR_EXTERIORBOX_TIME	8	过期时间
STR_EXTERIORBOX_ACCEPT	18	接受对方的支付请求
STR_EXTERIORBOX_PAYPLAYER	6	支付人
STR_EXTERIORBOX_MESSAGE	18	留言（不超过25字）
STR_EXTERIORBOX_WARNING	18	注：只允许通宝支付
STR_TRADECENTER	8	交易中心
STR_TRADACCEPT	8	同意付款
STR_TRADREJECT	8	拒绝付款
STR_TRADGET	8	点击领取
STR_TRADCANCEL	8	删除清单
STR_TRADDEL	8	主动撤销
STR_TRADRESEND	16	再次发送代付请求
STR_EXTERIORBOX_BUY	8	我要购买
STR_ZHANJIEPAIMINGTIP	31	你未进入战阶前500名，没有奖励。
STR_HAOYOUZHIFU	24	请选择一位好友为你支付：
STR_YAOPIN	4	药品
STR_BANGHUIQUANXIAN	8	帮会权限
STR_QUANXIANNEIRONG	24	无法加人，踢人，退出帮会
STR_SHIWANTIME	14	试玩时间剩余：
STR_LEVELUP	10	等级上限：
STR_TONGBAO	48	通宝：在充值页面选择购买方式为“通宝”即可获得。
STR_JIFENHUIKUI	161	积分回馈：\n充值月卡或点卡可额外获得积分，月/点卡面额（原价）:积分获得=1:2；使用通宝消费或使用不绑定道具实穿后可额外获得积分，可获得积分数详见商品/道具内容提示。
STR_ZHUANGBEIMIJI	26	右键单击技能图标可装备秘笈
STR_SANSHILEVLE	4	25级
STR_JIUSHILEVEL	4	95级
STR_CIPIN	4	次品
STR_WUPINHUIFUTITLE	12	物品恢复规则
STR_RULEONE	16	一、物品恢复条件
STR_RULETWO	58	1、误删/误拆解物品，不包括卖店、交易等方式导致消失的物品。
STR_RULETHREE	37	2、只能恢复蓝色和蓝色品质以上的物品。
STR_RULETFOUR	21	3、只能恢复绑定物品。
STR_RULETFIVE	44	4、销毁/拆解时间在30日以内的物品才可以恢复。
STR_RULETSIX	12	二、收费规则
STR_RULETSEVEN	69	1、一个自然季度为一个周期，周期内可免费恢复15件蓝色及以上品质的物品。
STR_RULETEIGHE	49	2、周期内，超过15件后每多恢复1件需要消耗100通宝；
STR_RULEELEVEN	20	更多物品恢复，请参考
STR_RULETWELEVE	66	如对物品误删/误拆解恢复仍有疑问，请致电《剑网3》客服：028-85309911
STR_TIMESORT	8	时间排序
STR_SERCHRESULT	10	搜索结果：
STR_RENEWBEGIN	8	恢复物品
STR_RETURNUPYE	8	返回上层
STR_MYTONGBAO	10	我的通宝：
STR_HUIFUWUPIN	8	物品恢复
STR_KUAFUWUFA	27	5、跨服期间无法使用此功能。
STR_ZHUANFUGUIZE	57	6、转服和合服后，历史数据清零，将不能恢复此前误删的物品。
STR_PAY1	8	你已恢复
STR_PAY3	11	件蓝色物品,
STR_PAY4	16	件，需额外支付：
STR_PAY5	8	当前选择
STR_LOADING_WAIT	18	加载中，请稍候……
STR_LASHENGSHOUSUO	13	拉伸/收缩界面
STR_GOUMAI	10	改名费用：
STR_YICI	3	/次
STR_DIANJI	8	点击进入
STR_QITABANGHUIGOUMAI	26	我要为其他帮会购买改名次数
STR_JUESEGAIMING	8	角色改名
STR_GAIMINGSHUOMING	53	注：需返回角色选择界面进行改名，详情               。
STR_MYRENAMETIME	14	剩余改名次数：
STR_RENAME_FORCE_WARMMING	27	(合服名字冲突，系统赠送1次)
STR_SKILL_REMIND	8	技能提醒
STR_QIXUE_SET	8	奇穴方案
STR_NEXT_LEVEL	6	下一重
STR_XIUWEISHUOMING	88	通过任务、门派活动及生活技艺药品可获得修为，可用于技能升级、奇穴切换、激活暗淡的五行石。
STR_TITLE_KUNGFU	10	内功心法：
STR_TITLE_SCHOOL	6	门派：
STR_TITLE_NOQIXUE	34	该目标玩家当前并未启用任何奇穴方案
STR_MOUNT_KUNGFU	4	启用
STR_SKILL_XIUWEI	4	修为
STR_MAIN_SOUND	8	音乐音效
STR_NEXT_PAGE	6	换一张
STR_TITLE_Detail	12	查看详细规则
STR_IKONW	8	我知道了
STR_REBRUSH	4	刷新
STR_BOAED	8	登录静音
STR_JUQING	12	剧情动画静音
STR_GMPHONE	31	《剑网3》客服电话：028-85309911
STR_MAIN_SOUND	8	音乐音效
STR_FIRSTPAY_TIP	24	立即充值，可解除试玩限制
STR_GANPEI_100%	36	如对游戏品质不满意可以100%人民币退款
STR_GANPEI_GIFT	30	充值后首次登录即可获得海量奖励
STR_DETAILS2	8	详情查看
STR_GANPEI_15DAY	37	获得敢赔资格，激活账号获得7天免费时间
STR_SHIWANTIME2	16	游戏断开倒计时：
STR_ARRANGE	12	本周阵营战：
STR_ONOFF	8	活动提醒
STR_ARRANGE	16	本周阵营战安排：
STR_ZHENYINGGONGFANG2	6	阵营战
STR_CHOOSE	4	筛选
STR_LEVELTITLE	32	您已到达试玩等级上限，请及时充值
STR_REMIND_REPUTATION	20	查看声望装备出售信息
STR_5YEARDIAOYAN	8	有奖调研
STR_EQUIPMAGIC_BEFORE	8	被洗属性
STR_EQUIPMAGIC_AFTER	8	目标属性
STR_EQUIPMAGIC_PERCENT	18	被洗属性的百分比：
STR_EQUIPMAGIC_PERCENT10	3	10%
STR_EQUIPMAGIC_PERCENT40	3	40%
STR_EQUIPMAGIC_COST	10	洗炼消耗：
STR_GOLD	4	金币
STR_EQUIPMAGIC_START2	8	开始回炼
STR_XIUWEIICON	4	修为
STR_WEEKJIANGLI	4	总分
STR_PAIHANG_WEEKJIANGLI	10	周排名奖励
STR_GOLD	4	金币
STR_MINGJIANBI	6	威名点
STR_QIWUGE_TIPS	46	积分决定风云榜的排名，根据排名会获得排名奖励！
STR_RANK_CHECK	10	查看风云录
STR_QIWUGE_AWARDMEN	8	奖励对象
STR_QIWUGE_CAILIAO	8	奖励物品
STR_QIWUGE_CHENGHAO	4	称号
STR_PAIHANG_SAIJIJIANGLI	12	赛季排名奖励
STR_EQUIPMAGIC_BACK	8	装备回炼
STR_EQUIPMAGIC	8	装备洗炼
STR_FE_FEEQUIPTITLE2	22	请放入需要回炼的装备！
STR_EQUIPMAGIC_START1	8	开始洗炼
STR_EQUIPMAGIC_COST2	10	回炼消耗：
STR_EQUIPMAGIC_AFTER2	8	初始属性
STR_EQUIPMAGIC_AFTER3	8	回炼属性
STR_50FEN	19	金牌奖励（3战全胜）
STR_20FEN	18	银牌奖励（2胜1负）
STR_5FEN	18	铜牌奖励（1胜1负）
STR_EQUIPCHANGE_TIP	14	请放入洗炼装备
STR_EQUIPCHANGE_TIP1	14	请放入回炼装备
STR_RECOVERTITLE	19	装备误删/误拆解恢复
STR_SAMECITY_TITLE	32	他/她们正在你附近玩《剑网3》喔！
STR_SAMECITY_TITLE2	12	同城好友推荐
STR_SAMECITY_CHANGE	6	换一换
STR_FELLOWSHIP_MYLIST	16	我接到的挑战任务
STR_FELLOWSHIP_TIPS	12	挑战任务招募
STR_GOLDTEAM_TITLE6	4	首领
STR_GOLDTEAM_SETUP	8	设置补贴
STR_GOLDTEAM_FIRSTPRICE	10	起拍价格：
STR_GOLDTEAM_ADDPRICE	10	最低加价：
STR_GOLDTEAM_START	8	发起拍卖
STR_GOLDTEAM_AUCTION	8	物品拍卖
STR_GOLDTEAM_MYPRICE	10	还需扣款：
STR_GOLDTEAM_HIGHESTPRICE	8	已扣款：
STR_GOLDTEAM_OVER	8	结束竞拍
STR_GOLDTEAM_GOLD	8	金币拍卖
STR_GOLDTEAM_TONGBAO	8	通宝拍卖
STR_RAID_PAITUAN	95	<text>text="拍团记录"font=65</text><text>text="\\\n可查看拍团相关的记录和规则。"font=106</text>
STR_GOLDTEAM_BUTIE	10	补贴金额：
STR_GOLDTEAM_REASON	10	补贴原因：
STR_GOLDTEAM_FENPEIZHE	10	分配者分配
STR_GOLDTEAM_PAITUAN	8	拍卖分配
STR_GOLDTEAM_CHOOSE	16	请选择分配模式：
STR_SAMECITY_TNOTASK	26	暂未寻找到志同道合的侠士！
STR_SAMECITY_TASKTIP	22	这些玩家也接到了该任务
STR_FRIENDRANGKING_TITLE	8	好友排名
STR_SAFE_SAFEX2	20	当前账号安全级别为：
STR_SAFE_BOARDPLACE	14	异地登录地点：
STR_SAFE_MEDIFY	78	由于您的账号上次登录异常，我们对上次所有交易权限进行了锁定以保护您的账号安全。
STR_SAFE_TIME	14	异地登录时间：
STR_SAFE_TIP1	10	一、财产类
STR_SAFE_TIP2	93	交易物品、商店、邮寄、装备、强化/镶嵌、仓库、通宝寄售、积分消费、使用物品、五行石、装备拆解。
STR_SAFE_TIP3	10	二、权限类
STR_SAFE_TIP4	10	三、其它类
STR_SAFE_TIP5	70	帮会仓库、发放俸钱、江湖决斗、帮会权限、帮会捐赠、退出阵营、移交帮主。
STR_SAFE_TIP6	20	删除角色、删除好友。
STR_GOLDTEAM_CHECK2	8	限制范围
STR_AUTOADD	20	登录自动开启同城好友
STR_SAMECITY_TIP	86	使用同城好友将会获取你的位置信息，且位置信息将会保存24小时。是否开始寻找自己的好友呢？
STR_SAMECITY_TIP2	32	在设置面板中可自由设置开启与关闭
STR_FINDFRIEND_BTN	8	招募队友
STR_GOLDTEAM_ADD	8	追加收入
STR_GOLDTEAM_ADD_MONEY	10	追加金额：
STR_GOLDTEAM_ADD_REASON	10	追加原因：
STR_GOLDTEAM_TIP3	34	只有橙色品质的物品才能进行通宝拍卖
STR_GOLDTEAM_ADD_TIP	31	我的出价>=当前最高出价+最低加价
STR_TITLE_SAVENOW	8	保存形象
STR_GOLDTEAM_NOBODY	10	暂无人出价
STR_FRIENDRANKTIP	62	注：好友排名每周一更新！如果本周内未活跃，则该项目不参与排名。
STR_GOLDTEAM_UNLOCK	24	无法设置规则、竞拍和分配
STR_SAFE_MEDIFY2	142	如果上次登录不是您本人，请尽快查杀木马后，修改密码；如果发现有解锁或物品被盗的情况，那么有可能是您的个人信息已经泄漏，请尽快联系客服查明原因。
STR_GOLDTEAM_ADDMONEY1	34	你的金钱不足，但可以进行分次出价。
STR_GOLDTEAM_ADDMONEY2	10	本次扣款：
STR_GOLDTEAM_ADDMONEY3	34	（扣款金额必须为最低加价的整数倍）
STR_EXTERIORBOX_BAOGUAN	10	商品保管区
STR_NPCGUILE_TITLE	8	卫兵问询
STR_MONTHLYCARDP_BUY2	12	通宝兑换时间
STR_MONTHLYCARDP_BUY3	8	兑换说明
STR_MONTHLYCARDP_BUY4	10	兑换模式：
STR_MONTHLYCARDP_BUY5	10	拥有通宝：
STR_WEEKPOINT	14	上周战阶积分：
STR_NOAWARD	12	奖励未领取！
STR_ZHANJIEPAIMINGEXPLIAN2	42	未进入排名的侠士可根据战阶积分领取相应奖励
STR_TOPMENU_ACTIVITY	12	充值活动翻牌
STR_TOPMENU_NEWS	8	消息提示
STR_TOPMENU_GIF	8	首充有礼
STR_QUNXIONGZHULU_TITLE7	16	群雄逐鹿赛季排名
STR_QUNXIONGZHULU_TITLE6	14	群雄逐鹿周排名
STR_TOPMENU_ACTIVITY_RECHANGE	45	活动时间：2014年   2月24日7:00 — 3月24日7:00
STR_DISCOUNTTIP	46	点击使用打折特权，可对通宝结算的所有商品打折！
STR_GOLDTEAM_CHOUREN	8	添加劲敌
STR_GOLDTEAM_UNCHOUREN	12	无法添加劲敌
STR_GOLDTEAM_JUESEGAIMING	8	角色改名
STR_GOLDTEAM_UNJUESEGAIMING	20	无法购买角色改名次数
STR_GOLDTEAM_BANGHUIGAIMING	8	帮会改名
STR_GOLDTEAM_UNBANGHUIGAIMING	20	无法购买帮会改名次数
STR_GOLDTEAM_MINGJIANHUI	6	名剑队
STR_GOLDTEAM_UNMINGJIANHUI	26	无法创建、退出或销毁名剑队
STR_GOLDTEAM_TRADESERVICE	87	注：如果超过1天没有收到购买的商品，同时此“保管区”也没有，请联系客服找回：028-85309911
STR_FACELIST_BTNTITLE	8	推荐脸型
STR_BANGHUIGONGXIAN	8	帮会贡献
STR_GETCITY	12	据点拥有状态
STR_CITYNAME	4	据点
STR_HIGH	4	盛产
STR_LOW	4	稀缺
STR_NOTICE2	54	温馨提醒：只有无据点且贡献排名最前的帮会才能获得据点。
STR_BELONGRANK	8	据点归属
STR_FACELIST_GUGEMINGZI	8	调整项目
STR_FACELIST_TIETUMINGZI	8	贴图名字
STR_FACELIST_TIETUYANSE	8	贴图颜色
STR_HQZG	14	本周浩气五十强
STR_ERZG	14	本周恶人五十强
STR_ZGZJ	8	战阶积分
STR_CAMPMAPS_JUDIANMINGZI	8	据点名字
STR_CITYINFO	66	帮会战阶积分决定了帮会在本阵营中的排名，也体现了帮会对阵营的贡献！
STR_CAMPMAPSTIPS_BANGZHU	6	帮主：
STR_CAMPMAPSTIPS_BANGHUI	5	帮会:
STR_CAMPMAPSTIPS_ZHIYE	5	职业:
STR_CAMPMAPSTIPS_TONGMENG2	6	同盟：
STR_CAMPMAPSTIPS_SUIPIAN	8	战功牌：
STR_CAMPMAPSTIPS_CHENGCHI	6	据点：
STR_CAMPMAPSTIPS_ZHUANGTAI	6	状态：
STR_CAMPMAPSTIPS_SHENGCHAN	6	盛产：
STR_CAMPMAPSTIPS_QIQUE	6	奇缺：
STR_CAMPMAPSTIPS_FANGYUGONGSHI	6	箭塔：
STR_CAMPMAPSTIPS_GUISHU	6	归属：
STR_CAMPMAPSTIPS_CHENGHAO	6	称号：
STR_CAMPMAPSTIPS_LISHI	8	据点历史
STR_CAMPMAPS_SHANGZHOUSHENGFANG	10	上周战况：
STR_CAMPMAPS_SHIQIBIFEN	10	士气比分：
STR_CAMPMAPS_ZHENYINGDASHIJI	10	阵营大事记
STR_CAMPMAPS_ZHENYINGZHANJIE	8	阵营战阶
STR_CAMPMAPS_ZHENYINGHUODONG	8	阵营活动
STR_TOPMENU_ACTIVITY_RULE	46	此后充值不再累积金额和翻牌次数，活动已经结束。
STR_GUILD_SCIENCEBRANCH4	8	问鼎分支
STR_NUM	4	数量
STR_MIDDLEMAP_BATTLEENTER	12	进入战争沙盘
STR_FACELIST_WUGUANJIAGE	10	脸型调整：
STR_FACELIST_ZHUANGRONGJIAGE	10	妆容调整：
STR_FACELIST_GOUMAI	4	购买
STR_FACELIST_TUICHUNIELIAN	4	退出
STR_FACELIST_MIANJUGUANLI	8	脸型管理
STR_FACELIST_DAOCHUMIANJU	8	导出数据
STR_EMOTION_IMAGE_2	5	动 作
STR_EMOTION_IMAGE_3	5	语 言
STR_FACELIST_GUGEMINGZI	8	骨骼名字
STR_FACELIST_GENGGAIXINSHOUCUN	10	更改新手村
STR_ENDOFBATTLE_EWAI	8	额外奖励
STR_CAMPMAPS_ZHANGONGBANG	10	帮会战功榜
STR_CAMPMAPS_DASHINEIRONG	47	今天恶人谷被浩气盟蹂躏，丢失洛道，无量山4座据点
STR_CAMPMAPS_DASHISHIJIAN	18	 公元2014年5月10日
STR_FACELIST_CHONGZHIFUSHI	8	重置服饰
STR_FACELIST_SUIJIFUSHI	8	随机发型
STR_FACELIST_CHONGZHILIANBU	8	全部重置
STR_FACELIST_SUIJIILIANBU	4	随机
STR_PCHANGC_UNDER	10	个人竞技分
STR_HQZG2	14	赛季浩气五十强
STR_ERZG2	14	赛季恶人五十强
STR_NOTONG	42	你没有加入任何帮会，无法参与据点归属排名！
STR_CASTLE_BELONG_CAMP	70	此据点归阵营所有。无据点帮会可参与挑战此据点守将，成功者可获得此据点。
STR_SEASON_ER	210	温馨提示：赛季结算时，1名帮会获得昆仑据点；2-10名及11-20名中的三个随机帮会，各获得限时一周的挑战道具。使用道具可优先挑战本阵营其余12处据点，一周后仍有据点未归属帮会，则该据点可被本阵营任一无据点帮会挑战并占领。
STR_BELONGRANK2	12	据点归属排名
STR_JUDIANHUISHOU	22	帮会据点面临回收危险！
STR_CASTLE_NO_BELONG	22	此据点暂未被我方攻占！
STR_SWITCH_COPY	14	切换至空闲线路
STR_FACELIFT_TIPSMIRROR	16	点击左右翻转贴图
STR_FACELIFT_TIPSCHOGNZHI	18	恢复到初始捏脸状态
STR_JIAOBIAO_MIAN	2	免
STR_JIAOBIAO_FEI	2	费
STR_JIAOBIAO_CHENG	2	成
STR_JIAOBIAO_PING	2	品
STR_SYSTEM_MAP2	96	<text>text="战争沙盘" font=65 </text><text>text="  （<KEY TOGGLE_CAMPMAP_PANEL>）"font=65</text>
STR_FACELIFT_TIPGUAJIAN	21	点击显示/隐藏面部挂件
STR_FACELIFT_ZAIJU	6	载具：
STR_FACELIFT_ZAIJUCHANCHU	6	可产出
STR_SYSTEM_JINGONG	10	可攻击据点
STR_SYSTEM_FANGSHOU	10	需防守据点
STR_GANPEI_2KMIN	52	获得敢赔资格，激活账号额外获得2000分钟 （7天内有效）
STR_INVESTGAE_BIAOTI	8	调研问卷
STR_INVESTGAE_NEIRONG	91	为了给广大侠士更好的游戏体验，我们诚邀您参与本次调查,完成问卷的侠士可到信使处领取右边奖励：
STR_TWOCODE	14	二维码安全登录
STR_GETCITY_JIANGLI	4	奖励
STR_CAMPTIPS_FANGXIAN	165	<text>text="阵营防线\n" font=65 </text><text>text="防线以东为浩气盟势力范围，以西为恶人谷势力范围。\n据点争夺开始后，侵入敌对阵营势力范围的据点可随时被攻击！"</text>
STR_WIEBO_BIAOTI	8	个人微博
STR_WIEBO_FEIXIANG	4	发送
STR_WIEBO_JIANGLIMIAOSHU	33	每日首发<D0>    奖励：江湖声望+50
STR_CJMANAGEMENT_1	4	安装
STR_CJMANAGEMENT_2	6	有更新
STR_CJMANAGEMENT_4	6	已安装
STR_CJMANAGEMENT_5	8	更新日志
STR_CJMANAGEMENT_7	16	点击查看插件官网
STR_CJMANAGEMENT_8	8	插件下载
STR_CJMANAGEMENT_9	8	全部安装
STR_CJMANAGEMENT_10	8	全部更新
STR_FRESH	6	换一批
STR_FBLIST_23	10	活动时间：
STR_FBLIST_37	4	威望
STR_FBLIST_38	4	战阶
STR_NEWPET_TITLE	8	宠物秘鉴
STR_NEWPET_MYPET	8	我的宠物
STR_NEWPET_SHOUJI	4	收集
STR_NEWPET_WODECHOGNWUSHU	10	我的宠物：
STR_NEWPET_HUIZHANGZONGSHU	10	徽章总数：
STR_NEWPET_HUANGJINHUIZHANG	10	黄金徽章：
STR_NEWPET_BAIYINHUIZHANG	10	白银徽章：
STR_NEWPET_QINGTONGHUIZHANG	10	青铜徽章：
STR_NEWPET_QUANBU	4	全部
STR_NEWPET_RANK	12	好友宠物排名
STR_WEIBO_ZHUJIEMIANTIPS	75	<text>text="个人微博\n" font=65 </text><text>text="绑定后可发送微博"</text>
STR_WEIBO_SHANCHUJIETU	8	删除截图
STR_NEWPET_HUISHOUTIPS	16	点击召回当前宠物
STR_NEWPET_HUODEIXINCHONGWU	20	恭喜侠士，获得宠物：
STR_NEWPET_SHAIXUANTONGZHI	18	没有符合条件的宠物
STR_NEWPET_XIANSHICHONGWU	8	限时宠物
STR_NEWPET_FENSHUTIP	38	分值由获得羁绊数量以及宠物分值相加决定
STR_NEWPET_CHONGWUPAIMING	20	打开好友宠物排名界面
STR_SHOT_FINISH	8	完成截图
STR_SHOT_EXIT	8	退出截图
STR_LEARN_1	8	教学手册
STR_SKILLINTRODUCE_QIXUE	8	奇穴方案
STR_SKILL_DANGQIANLIANZHAO	8	当前连招
STR_SKILL_MORENLIANZHAO 	12	（默认连招）
STR_SKILL_PVPDANTI	12	对抗群体连招
STR_SKILL_MORENLIANZHAO	10	自定义连招
STR_SKILL_QUEDINGYINGYONG	8	确定应用
STR_SKILL_PVEDANTI	12	协作单体连招
STR_SKILL_PVP	8	对抗连招
STR_SKILL_LIANZHAOFANGAN	8	连招方案
STR_SKILL_QIXUEFANGAN	8	奇穴方案
STR_SKILL_WUXUEZHIDAO	8	武学指导
STR_NEWSKILL_YINGYONGPEIZHI	8	一键设置
STR_NEWSKILL_YINGYONGPEIZHITIPS	24	点击自动配置下方奇穴方案
STR_NEWPET_GUIZE	393	<text>text="宠物面板规则\n" font=65 </text><text>text="左键点击宠物图标：选择宠物并展示卡牌；\n左键点击拖拽：宠物图标可拖拽到快捷栏；\n左键双击喜爱宠物：跳转到对应宠物图标；\n右键宠物图标：召唤跟随宠物；\n交互技能条可以拖动和收起；\n交互技能条的哨子按钮可收回宠物。\n\n江湖逍遥，武林凶险，别忘了身后拼命追随你的小小身影。\n或傻或乖或帅或萌，我的存在，只为你闯荡江湖不孤单。\n“嗷呜~~”"</text>
STR_UISETTING_MORENTIPS	127	<text>text="目标位置：\n" font=65 </text><text>text="若目标存在且符合技能施展条件，则在目标点施展，否则转化为传统模式。"</text>
STR_SEL_BODY	18	请点击人物选择体型
STR_CRAFT_ZHIZUOTIAOJIAN	6	条件：
STR_CRAFT_ZHIZUOXIHAO	6	消耗：
STR_Find	6	收集：
STR_GOT	6	拥有：
STR_WEIYONGYOU	6	未拥有
STR_TAOZHUANGMODE	12	套装查看模式
STR_BUJIANMODE	12	部件查看模式
STR_UNFIND	6	未收集
STR_OTHERPEPLELIKE	14	你可能还需要：
STR_SEEALL	8	全部预览
STR_NOGOODS	12	无相关物品！
STR_NEW	8	新品专区
STR_HOT	8	热卖专区
STR_OFF	8	折扣专区
STR_JIFEN	12	积分回馈专区
STR_FREE	12	免费试穿专区
STR_OTHERDAOJU	4	道具
STR_FACELIST_SHOUXUFEI	8	手续费：
STR_FACELIST_FAXINGJIAGE	10	发型调整：
STR_FACELIST_MEDIFY	8	修改脸型
STR_MUFULI	8	我的福利
STR_WEAPON2	8	武器外观
STR_MYYIGUI	8	我的衣柜
STR_MYYIRONG	8	我的易容
STR_TAOZHUANGBUJIAN	14	套装所含部件：
STR_TAOZHUANGBUJIANTITLE	8	套装列表
STR_WAYTIP	26	提示：未收集的外观无法购买
STR_WAY1	10	收集途径：
STR_WAY3	32	一、收集并装备对应外观的实体装备
STR_WAY4	8	二、消耗
STR_PERSONALCENTER	8	我的外观
STR_ZONGJIA2	4	总价
STR_TIMELIMIT	8	限时销售
STR_1	1	1
STR_EXTERIORBOX_DAIFUGOODS	10	代付商品：
STR_EXTERIORBOX_NUM	8	物品数：
STR_MESSAGE	32	我看到一些喜欢的物品，送给我吧！
STR_INFO1	46	提示：坐骑马可自由搭配马具，而奇趣坐骑则不能。
STR_FIND2	4	收集
STR_BUYNOW	8	立即购买
STR_Alt	46	Alt+左键点击部件，可使此部件在本角色身上预览。
STR_NEEDFINDTIP	24	未收集外观，无法立即购买
STR_TUOYINSUIP1	8	兵甲图谱
STR_EXTERIORBOX_PAY2	4	续费
STR_ZHUANGRONG	4	妆容
STR_EXTERIORBOX_BUJIAN	4	部件
STR_EXTERIORBOX_CANTBUY	22	不能购买非本门派的外观
STR_UNFIND2	10	需装备收集
STR_RESET	8	捏脸重置
STR_RANDOM2	8	捏脸随机
STR_SAFE_TITLEWEIBO	8	绑定微博
STR_NEWPET_JINZHIJIANGZHANG	8	金制徽章
STR_NEWPET_YINZHIJIANGZHANG	8	银制徽章
STR_NEWPET_TONGZHIJIANGZHANG	8	铜制徽章
STR_WABAO_WARNING	22	当前地图无法感应到宝藏
STR_WEIBO_HAINENGSHURU	10	还可以输入
STR_WEIBO_DIANJIXIAFANG	39	点击下方【绑定微博】按钮,立即绑定微博。
STR_FBLIST_CO	6	战阶：
STR_COMPASS_CHUIZI	60	点击锄头即可挖掘宝藏，需背包内带有七巧觅宝铲或其他挖宝工具。
STR_TITLE_MENPAIJIESHAO	8	门派介绍
STR_TITLE_MYYIGUI	144	我的衣柜包含“江湖套装”、“门派套装”、“势力套装”、“武器外观”的收集和购买，购买后的外观会保存在已拥有分页中。另外收集后的外观才能进行购买。
STR_TITLE_MYYIRONG	72	我的易容包含了所有已购买的脸型和发型，玩家自定义的脸型可以进行再次修改。
STR_TITLE_INFO	37	在结算界面，可用积分购买7天试穿外观！
STR_LIMITNUM	12	剩余抢购数量
STR_QIANGGOU	8	限量抢购
STR_CHANGE2	8	立即装备
STR_CHANGE3	8	立即查看
STR_FIGHT_LOG	18	历史记录(点击退出)
STR_NEWPET_SHUOMINGWENZI 	18	没有符合条件的宠物
STR_SCRAFT_PEIFANGLAIYUAN	6	来源：
STR_SERCHRESULT2	16	输入名称进行搜索
STR_FINDRULE	8	收集说明
STR_SYSTEM_CHAIFEN	8	每组个数
STR_SYSTEM_ZUSHU	8	拆分组数
STR_GO	4	跳转
STR_SYSTEM_ZHENGXIANGPAIXV	10	从顶部开始
STR_SYSTEM_NIXIANGPAIXV	10	从底部开始
STR_SYSTEM_PAIXVTIWEN	32	选择拆分后物品在背包中排序方式：
STR_SYSTEM_DUIDIE	4	堆叠
STR_BAG_STACKTIP	46	将分散的物品叠加，如果限时不同则不会自动叠加。
STR_ADD_TITLE2	8	货币兑换
STR_PAYPATH_TITLE2	34	你可以在这里进行通宝、时间的互换。
STR_TEAMBUILD_21	6	装备分
STR_TEAMBUILD_40	16	收到新的队员请求
STR_CHARGELATER	8	暂不充值
STR_DARLING	12	尊敬的侠士：
STR_NOTIME	10	无时间限制
STR_ADDTIME1	10	充值时间：
STR_ADDRULE1	10	活动规则：
STR_ADDAWARD1	10	额外奖励：
STR_ADDALIMIT1	12	解除试玩限制
STR_ADDALIMITTXT1	72	如果你正处于游戏试玩状态，有些游戏功能会受到限制，充值后可恢复正常游戏。
STR_ADD100%1	12	100%积分回馈
STR_ADD150%1	12	150%积分回馈
STR_ADD300%1	12	300%积分回馈
STR_ADD150%TXT1	79	9月24日7点—9月25日7点，按充消总金额1.5倍获得回馈积分。积分可用于购买外观道具。
STR_ADD100%TXT1	78	按充消比例获得回馈积分（活动期间可能有额外积分奖励）。积分可用于购买外观道具。
STR_TOSHOP1	12	浏览积分专区
STR_GETALL1	58	特别注意：领奖界面在活动结束后一周消失，请在之前领取奖励！
STR_GANPEI1	20	精品网游，敢赔承诺！
STR_OPERATION_TITLE	8	运营活动
STR_2GAME3	16	前往官网活动专题
STR_NOWCHARG	8	我要充值
STR_NOTIME2	40	2014年11月24日7：00—2014年12月22日7：00
