ID	Activity	ParentID1	ParentID2	ParentID3	ParentID4	ParentID5	StartTimeRule	Cycle	Duration	ShowUI	ServerScript	CenterScript	IsSyncState
389	剑阁争锋						Calendar:Solar;Year:2017;Month:3;MDay:20;WDay:*;Hour:7;Minute:0;		2678399	1			
390	攻防分流关闭						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:7,1;Hour:7;Minute:0;		43200			center_scripts/Activity/南屏昆仑分流地图关闭.lua	
391	攻防前置昆仑分流活动						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:1;Hour:7;Minute:0;		68340		scripts/Activity/地图分流相关/昆仑分流开启.lua		1
392	分流周期性检测	0	0	0	0	0	Calendar:Solar;Year:2017;Month:3;MDay:20;WDay:*;Hour:7;Minute:0;	300	180	0		center_scripts/Activity/分流地图周期性检测.lua	
393	大师赛入场时间	395					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:4,5,6,7;Hour:12;Minute:0;		43200		scripts/Activity/大师赛拭剑园/入场准备时间.lua		
394	大师赛比赛时间	395					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:4,5,6,7;Hour:20;Minute:0;		14400		scripts/Activity/大师赛拭剑园/正式比赛时间.lua		
395	竞技大师赛						Calendar:Solar;Year:2023;Month:2;MDay:23;WDay:*;Hour:7;Minute:0;		950400	1	scripts/Activity/大师赛拭剑园/大师赛父活动.lua		
396							Calendar:Solar;Year:2017;Month:4;MDay:20;WDay:4;Hour:0;Minute:0;	1500				center_scripts\Activity\副本计数.lua	
397	金水市集						Calendar:Solar;Year:2017;Month:4;MDay:10;WDay:*;Hour:7;Minute:0;		604800		scripts/Map/ACT_动态城镇/activity/动态城镇开始结束处理.lua		1
398	黑戈壁矿车分流大草原						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:1;Hour:20;Minute:0;		7200		scripts/Map/ACT_戈壁矿车分流大草原/activity/戈壁矿车分流大草原.lua		
399	动态城镇监控	0	0	0	0	0	Calendar:Solar;Year:2017;Month:3;MDay:20;WDay:*;Hour:7;Minute:0;	300	61	0			
401	名剑大会开关	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12;Minute:0;	0	50400				
402	名剑大会散排开关	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12;Minute:0;	0	46800				
403	鹤羽诉情						Calendar:Solar;Year:2017;Month:5;MDay:20;WDay:*;Hour:7;Minute:0;		1209540	1			
405	副本排行界面更新						Calendar:Solar;Year:2017;Month:5;MDay:1;WDay:1;Hour:7;Minute:0;	300				center_scripts\Activity\GetFBRankData.lua	
407	通用server每分刷新数据						Calendar:Solar;Year:2017;Month:3;MDay:20;WDay:*;Hour:7;Minute:0;	90	61		scripts/Activity/通用server每分刷新数据.lua		
408	每日战场入场时间						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12;Minute:0;		46800				
409	战场-浮香丘	246	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12;Minute:0;		46740	1			
410	逐鹿中原排队						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4;Hour:19;Minute:30;		420			center_scripts\Activity\小攻防清人.lua	
411	获得小攻防据点免排队列表						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4;Hour:19;Minute:31;		600			center_scripts\Activity\小攻防VIP列表.lua	
412	小据点分批放行						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4;Hour:19;Minute:38,40;					center_scripts\Activity\小据点分批放行.lua	
414	小据点分批放行						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4;Hour:19;Minute:37,39;					center_scripts\Activity\小据点分批放行.lua	
429	大攻防的弹幕可用						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6,7;Hour:11;Minute:45;		40500		scripts/Activity/阵营攻防战/攻防弹幕.lua		
430	钓鱼·野外						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:10,14,18,22;Minute:0;		7200	1	scripts/Activity/PVP服务器/野外鱼群和矿群.lua	center_scripts\Activity\钓鱼.lua	
432	pvp服新开直升90活动						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:1;Hour:7;Minute:0;		2592000				1
433	小攻防的弹幕可用						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4;Hour:19;Minute:0;		14400		scripts/Activity/阵营攻防战/攻防弹幕.lua		
436	世界boss地图排队						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:*;Hour:18;Minute:0;		10740		scripts/Activity/野外首领/世界boss地图排队.lua		
438	中元节活动						Calendar:Solar;Year:2023;Month:8;MDay:24;WDay:*;Hour:7;Minute:0;		604799	1	scripts/Activity/中元节活动/中元节活动.lua		
439	洛阳神兵暗角逐						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:10;Minute:0;		86399		scripts/Map/ACT_95级洛阳城北阵营日常/activity/洛阳城北阵营日常活动.lua		
440	江湖豪侠觅晶魂						Calendar:Solar;Year:2017;Month:10;MDay:23;WDay:1;Hour:1;Minute:0;		2592000	1			
441	体服抽折扣券-每日7点重制上限						Calendar:Solar;Year:2016;Month:10;MDay:30;WDay:*;Hour:7;Minute:0;	86400	86340			center_scripts/Activity/每日7点重制相关内容.lua	
442	神兵疑云						Calendar:Solar;Year:2017;Month:12;MDay:1;WDay:*;Hour:7;Minute:0;		259199	1	scripts/Activity/ACT_狼牙堡预热/狼牙堡预热.lua		
443	2018充消返利						Calendar:Solar;Year:2018;Month:11;MDay:9;WDay:*;Hour:7;Minute:0;		2073600				
446	绝境战场						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1-5;Hour:12;Minute:0;		46800	1			
447	每日签到活动开关						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340				
448	侠影留香动江湖						Calendar:Solar;Year:2018;Month:1;MDay:11;WDay:*;Hour:7;Minute:0;		950399	1			
449	决战龙门						Calendar:Solar;Year:2018;Month:1;MDay:11;WDay:*;Hour:7;Minute:0;		950399	1			
450	绝境战场						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6-7;Hour:12;Minute:0;		46800	1			
451	腊八节活动						Calendar:Solar;Year:2022;Month:12;MDay:29;WDay:*;Hour:7;Minute:0;		604799	1	scripts/Activity/腊八节活动/腊八节活动.lua		
452	萌犬赐福贺新春						Calendar:Solar;Year:2018;Month:2;MDay:8;WDay:*;Hour:7;Minute:*;		2764799	1			
453	神兵试炼						Calendar:Solar;Year:2018;Month:2;MDay:8;WDay:*;Hour:7;Minute:0;		27302399	1			
454	女侠节						Calendar:Solar;Year:2023;Month:3;MDay:6;WDay:*;Hour:7;Minute:0;		345599	1	scripts/Map/ACT_女侠节活动/Activity/女侠节活动.lua		
455	江湖丽影·醉红尘						Calendar:Solar;Year:2019;Month:3;MDay:7;WDay:*;Hour:7;Minute:0;		345599				
457	愚人节						Calendar:Solar;Year:2023;Month:4;MDay:1;WDay:*;Hour:7;Minute:0;		86399		scripts/Map/ACT_愚人节/activity/愚人节创建脚本.lua		
458	大师赛全民大竞猜						Calendar:Solar;Year:2023;Month:2;MDay:23;WDay:*;Hour:7;Minute:0;		4492799	1			
459	阵营出征祭祀						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1;Hour:19;Minute:0;		7200		scripts/Activity/阵营攻防战/阵营出征祭天.lua		
460	转阵营喊话公告						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:11,15,19,23;Minute:59;		600		scripts/Activity/阵营攻防战/帮派转阵营喊话.lua		
461	2018大师赛父活动	0	0	0	0	0	Calendar:Solar;Year:2023;Month:3;MDay:9;WDay:*;Hour:7;Minute:0;		3369599	0	scripts/Map/Act_运营活动通用/activity/全民助威大师赛.lua	center_scripts/Activity/大师赛清除排行榜.lua	
463	大师赛脚印展示						Calendar:Solar;Year:2023;Month:9;MDay:29;WDay:*;Hour:7;Minute:0;		1555199		scripts/Map/Act_运营活动通用/activity/大师赛_主城脚印展示.lua		
464	转阵营审核择优通过						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:7;Hour:23;Minute:59;		600		scripts/Activity/阵营攻防战/帮派转阵营择优通过.lua		
465	活动1						Calendar:Solar;Year:2023;Month:10;MDay:27;WDay:*;Hour:20;Minute:5;		600		scripts/Activity/活动.lua		
466	活动2						Calendar:Solar;Year:2023;Month:10;MDay:27;WDay:*;Hour:20;Minute:10;		600		scripts/Activity/活动.lua		
467	布偶大混战	43					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:19;Minute:0;		10800				
468	活动3						Calendar:Solar;Year:2023;Month:10;MDay:27;WDay:*;Hour:20;Minute:15;		600		scripts/Activity/活动.lua		
469	李渡鬼域						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:1;Hour:1;Minute:0;		3600				
470	李渡鬼域						Calendar:Solar;Year:2001;Month:*;MDay:*;WDay:*;Hour:18;Minute:0;		25200				
472	仲夏之约·初雪停云	0	0	0	0	0	Calendar:Solar;Year:2018;Month:6;MDay:21;WDay:*;Hour:7;Minute:0;		16736399	1			
473	活动4						Calendar:Solar;Year:2023;Month:10;MDay:12;WDay:*;Hour:20;Minute:20;		600		scripts/Activity/活动.lua		
474	活动5						Calendar:Solar;Year:2023;Month:4;MDay:28;WDay:*;Hour:20;Minute:10;		600		scripts/Activity/活动.lua		
475	名剑大会房间开关	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1;Hour:7;Minute:0;	0	604740				
476	九周年庆	0	0	0	0	0	Calendar:Solar;Year:2018;Month:8;MDay:20;WDay:*;Hour:7;Minute:0;	0	1209599	1	scripts/Map/ACT_周年庆活动/activity/九周年活动开始结束处理.lua		
477	九周年庆·剑心对酒	476					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:20;Minute:*;		10800		scripts/Map/ACT_周年庆活动/activity/九周年剑心送挂件活动.lua		
478	攻防指挥竞选						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1;Hour:7;Minute:0;		399600	1	scripts/Activity/阵营攻防战/include/指挥竞选时间.lua	center_scripts/Activity/Camp/指挥竞选.lua	
479	攻防指挥数据						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:5;Hour:22;Minute:0;		93300		scripts/Activity/阵营攻防战/include/指挥攻防期间数据.lua		
480	洞天福地·守卫泥兰						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340		scripts/Map/ACT_100级PQ/activity/洞天福地/洞天福地活动处理.lua		
481	道源蓝晶起波涛						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:10;Minute:0;		86399		scripts/Map/ACT_100级经首道源岛阵营日常/activity/经首道源岛阵营日常活动.lua		
482	龙泉府·雪国冬猎						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340		scripts/Map/ACT_100级PQ/activity/龙泉府/龙泉府活动处理.lua		
483	红尘故梦						Calendar:Solar;Year:2018;Month:9;MDay:28;WDay:*;Hour:7;Minute:*;		7171200	1	scripts/Map/Act_运营活动通用/activity/挂件掉率翻倍活动.lua		
484	踏浪寻仙·双倍活动	486					Calendar:Solar;Year:2018;Month:10;MDay:25;WDay:*;Hour:7;Minute:*;		4924799				
485	攻防战利品拍卖						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:14,21;Minute:0;		14400				1
486	踏浪寻仙						Calendar:Solar;Year:2018;Month:10;MDay:25;WDay:*;Hour:7;Minute:*;		4838400	1	scripts/Map/ACT_世外蓬莱预热/include/2018蓬莱预热活动.lua		
487	活动6						Calendar:Solar;Year:2023;Month:4;MDay:28;WDay:*;Hour:20;Minute:15;		600		scripts/Activity/活动.lua		
488	活动7						Calendar:Solar;Year:2022;Month:10;MDay:13;WDay:*;Hour:20;Minute:20;		600		scripts/Activity/活动.lua		
489	活动8						Calendar:Solar;Year:2020;Month:2;MDay:6;WDay:*;Hour:20;Minute:35;		600		scripts/Activity/活动.lua		
490	攻防战开始卡排队						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6,7;Hour:12,18;Minute:30;				scripts/Activity/阵营攻防战/include/攻防前一小时重置复活点场景变量.lua	center_scripts/Activity/Camp/大攻防开始卡排队.lua	
491	大攻防清人锁地图						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6,7;Hour:12,18;Minute:20;		600			center_scripts/Activity/Camp/大攻防排队锁地图.lua	
492	大攻防玩家进图·优先免排队牌子						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6,7;Hour:12,18;Minute:31;					center_scripts/Activity/Camp/大攻防开放排队.lua	
493	大攻防设置入场VIP帮会名单						Calendar:Solar;Year:2001;Month:*;MDay:*;WDay:6,7;Hour:11,17;Minute:0;				scripts/Activity/阵营攻防战/include/大攻防设置入场VIP帮会名单.lua		
494							Calendar:Solar;Year:*;Month:*;MDay:*;WDay:7;Hour:0;Minute:*;		79200		scripts/Activity/阵营攻防战/include/指挥攻防期间数据.lua		
495	侠客岛·雾岛寻丹						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340		scripts/Map/ACT_100级PQ/activity/侠客岛/侠客岛活动处理.lua		
496	经首道源·越海珠贝						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340		scripts/Map/ACT_100级PQ/activity/经首道源岛/经首道源岛活动处理.lua		
497	主城茶馆						Calendar:Solar;Year:2018;Month:12;MDay:10;WDay:*;Hour:7;Minute:0;	604800	604799		scripts/Map/ACT_100级主城茶馆/include/100级主城茶馆活动开启.lua		
499	武林通鉴·公共任务						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:*;Hour:7;Minute:0;	604800	604799	1			
500	幽舞華芳喜相贈	0	0	0	0	0	Calendar:Solar;Year:2014;Month:8;MDay:20;WDay:*;Hour:7;Minute:0;	0	5205599	1			
501	武林通鉴·秘境						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:*;Hour:7;Minute:0;	604800	604799	1			
502	武林通鉴·团队秘境						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:*;Hour:7;Minute:0;	604800	604799	1			
504	周六当天						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6;Hour:12;Minute:0;		64740				
505	周日当天						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:7;Hour:12;Minute:0;		64740				
506	运营专用_临时活动						Calendar:Solar;Year:2019;Month:2;MDay:5;WDay:*;Hour:0;Minute:0;		1209600		scripts/Map/Act_运营活动通用/activity/临时活动开始结束处理.lua		
507	运营活动_蓬莱秘宝						Calendar:Solar;Year:2019;Month:12;MDay:25;WDay:*;Hour:7;Minute:0;		259199		scripts/Map/Act_运营活动通用/activity/蓬莱秘宝.lua		
508	双十二惊喜免单夜						Calendar:Solar;Year:2018;Month:12;MDay:10;WDay:*;Hour:7;Minute:0;		234000		scripts/Activity/运营活动/2018双十二惊喜免单.lua		
509							Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:1;Hour:7;Minute:0;		3600		scripts/Map/ACT_100级经首道源岛阵营日常/activity/经首道源岛分流寇岛.lua		
510	魂虚异动						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:18,22;Minute:0;		3600		scripts/Map/里世界/世界首领相关/里世界精英怪集群刷新.lua		
511	百级之约·狂欢夜						Calendar:Solar;Year:2018;Month:12;MDay:20;WDay:*;Hour:7;Minute:0;		64800		scripts/Map/ACT_峰值活动/activity/峰值活动开始结束处理18.lua		
512	拍卖1						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6,7;Hour:15;Minute:5;		7500				
513	2018峰值活动_烟花表演						Calendar:Solar;Year:2018;Month:12;MDay:20;WDay:*;Hour:23;Minute:50;		3599		scripts/Map/ACT_峰值活动/activity/2018蓬莱_烟花秀活动开始结束处理.lua		
515	五行通变						Calendar:Solar;Year:2020;Month:10;MDay:29;WDay:*;Hour:7;Minute:0;		2764799	1			
517	2018峰值活动_定时召唤大宝堆						Calendar:Solar;Year:2018;Month:12;MDay:20;WDay:*;Hour:19;Minute:55;		18600		scripts/Map/ACT_峰值活动/activity/2018蓬莱_大宝堆活动开始结束处理.lua		
518	勤修不辍·演武		0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1;Hour:*;Minute:*;	0	604799	1			
519	勤修不辍·打坐		0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1;Hour:*;Minute:*;		604799	1			
520							Calendar:Solar;Year:2018;Month:12;MDay:20;WDay:*;Hour:7;Minute:0;		61200		scripts/Map/ACT_峰值活动/activity/2018蓬莱_奇遇概率提高.lua		
521	浮丘岛人满处理						Calendar:Solar;Year:2018;Month:1;MDay:1;WDay:*;Hour:0;Minute:0;		3600				
522	攻防排名奖励发放开关						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:1;Hour:7;Minute:0;		604740				
523	大攻防休战						Calendar:Solar;Year:2023;Month:10;MDay:6;WDay:*;Hour:23;Minute:59;		176400		scripts/Activity/阵营攻防战/include/大攻防休战.lua		
525	百级之约·狂欢夜						Calendar:Solar;Year:2018;Month:12;MDay:20;WDay:*;Hour:7;Minute:0;		64800	1			
527	攻防南屏200分贡献						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:1;Hour:7;Minute:0;		7200		scripts/Map/南屏昆仑前置200贡献值/activity/南屏昆仑前置200贡献值.lua		
528	攻防昆仑200分贡献						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:1;Hour:7;Minute:0;		7200		scripts/Map/南屏昆仑前置200贡献值/activity/南屏昆仑前置200贡献值.lua		
531	应援大师赛活动						Calendar:Solar;Year:2020;Month:3;MDay:10;WDay:*;Hour:7;Minute:0;		2592000		scripts/Map/ACT_19年大师赛氛围/activity/19年大师赛场景.lua		
533	风雨霸王擂						Calendar:Solar;Year:2019;Month:5;MDay:20;WDay:*;Hour:7;Minute:0;		2678399	1	scripts/Map/ACT_霸王擂预热/activity/霸王擂预热开始结束处理.lua		
535	赛季末加速520						Calendar:Solar;Year:2019;Month:5;MDay:20;WDay:*;Hour:7;Minute:*;		2591999				
536	列星虚境						Calendar:Solar;Year:2001;Month:*;MDay:*;WDay:*;Hour:10;Minute:0;		61200				
537							Calendar:Solar;Year:2018;Month:12;MDay:10;WDay:*;Hour:7;Minute:0;	604800	604799				
538	赛季初师徒加速						Calendar:Solar;Year:2019;Month:6;MDay:20;WDay:*;Hour:7;Minute:*;		2764800				
539	怒海争锋·财源滚滚						Calendar:Solar;Year:2019;Month:6;MDay:20;WDay:*;Hour:7;Minute:0;		3974399	1			
540	怒海争锋·砥砺同心						Calendar:Solar;Year:2019;Month:6;MDay:28;WDay:*;Hour:7;Minute:0;		2332799	1			
541	怒海争锋·喜从天降						Calendar:Solar;Year:2019;Month:6;MDay:28;WDay:*;Hour:7;Minute:0;		234000	1			
542	WeGame装分冲刺活动						Calendar:Solar;Year:2023;Month:10;MDay:26;WDay:*;Hour:7;Minute:0;		2766600		scripts/Map/Act_运营活动通用/activity/WeGame装分冲刺活动.lua		
543	WeGame帮会冲刺活动						Calendar:Solar;Year:2023;Month:1;MDay:30;WDay:*;Hour:7;Minute:0;		604799			center_scripts/Activity/WeGame帮会冲刺.lua	
544	玉兔捧月送福来						Calendar:Solar;Year:2020;Month:9;MDay:14;WDay:*;Hour:7;Minute:0;		604799	1			
545	列星虚境·全民追击						Calendar:Solar;Year:2001;Month:7,8;MDay:1-11,29-31;WDay:*;Hour:12;Minute:*;		43200				
546	十周年庆	0	0	0	0	0	Calendar:Solar;Year:2019;Month:8;MDay:19;WDay:*;Hour:7;Minute:0;	0	1209599	1	scripts/Map/ACT_周年庆活动/activity/十周年活动.lua		
547	剑网3十周年侠客忆						Calendar:Solar;Year:2019;Month:8;MDay:27;WDay:*;Hour:7;Minute:0;		4147140	1	scripts/Map/ACT_周年庆活动/activity/十周年三个怀旧活动.lua		
548	木兰洲上烽烟起						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:10;Minute:0;		86399		scripts/Map/ACT_100级蔷薇列岛阵营日常/activity/蔷薇列岛阵营日常活动.lua		
549	烽火动狂澜						Calendar:Solar;Year:2019;Month:10;MDay:21;WDay:*;Hour:7;Minute:0;		3283199	1			
550	鲲鹏岛·阻止入侵者						Calendar:Solar;Year:2019;Month:10;MDay:21;WDay:*;Hour:7;Minute:*;		43200		scripts\Map\ACT_战乱东海预热\activity\鲲鹏岛活动处理.lua		
553	守卫下班（18点-22点）						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4;Hour:19;Minute:0;		10800		scripts/Activity/阵营攻防战/include/守卫上班系统公告.lua		
554	攻防战利品拍卖	485					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:6,7;Hour:15,21;Minute:5;		5400	1	scripts/Activity/阵营攻防战/include/阵营拍卖.lua	center_scripts/Activity/BlackMarketCampSell.lua	1
555	逐鹿中原战利品拍卖	485					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:2,4;Hour:22;Minute:5;		5400	1	scripts/Map/逐鹿中原/include/小攻防拍卖.lua	center_scripts/Activity/BlackMarketCampSell.lua	1
556	云锦霓裳发奖时间						Calendar:Solar;Year:2023;Month:8;MDay:7;WDay:*;Hour:7;Minute:0;		2419199				
557	洞天福地岛·旋龟隐敌踪						Calendar:Solar;Year:2019;Month:10;MDay:21;WDay:*;Hour:7;Minute:*;		43200		scripts/Map/ACT_战乱东海预热/activity/洞天福地岛活动处理.lua		
558	活动9						Calendar:Solar;Year:2019;Month:10;MDay:10;WDay:*;Hour:20;Minute:30;		600		scripts/Activity/活动.lua		
559	秋意风清福禄到						Calendar:Solar;Year:2022;Month:9;MDay:26;WDay:*;Hour:7;Minute:0;		2678399	1			
560	20191111锦鲤父						Calendar:Solar;Year:2021;Month:11;MDay:4;WDay:*;Hour:7;Minute:0;		691200				
561	20191111锦鲤2100开奖	560					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:21;Minute:0;		120		scripts/Activity/自选抽奖活动/每晚900开奖活动.lua		
562	20191111锦鲤2103广播	560					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:21;Minute:3;		120		scripts/Activity/自选抽奖活动/每晚子活动903.lua		
563	20191111锦鲤2106广播	560					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:21;Minute:6;		120		scripts/Activity/自选抽奖活动/每晚子活动906.lua		
564	20191111锦鲤2109广播	560					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:21;Minute:9;		120		scripts/Activity/自选抽奖活动/每晚子活动909.lua		
565	20191111锦鲤2112广播	560					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:21;Minute:12;		120		scripts/Activity/自选抽奖活动/每晚子活动912.lua		
566	运营专用_仅用于创建NPC						Calendar:Solar;Year:2021;Month:10;MDay:25;WDay:*;Hour:7;Minute:0;		1468799		scripts/Map/Act_运营活动通用/activity/仅用于创建NPC的运营活动.lua		
568	江湖浩远·故人归						Calendar:Solar;Year:2019;Month:11;MDay:28;WDay:*;Hour:7;Minute:0;		2505600	1			
569	20191111锦鲤刷奖池	560					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:20;Minute:30;		120		scripts/Activity/自选抽奖活动/830刷新奖池.lua		
570	名剑大会						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12;Minute:0;		50400	1			
571	万宝楼开关						Calendar:Solar;Year:2019;Month:11;MDay:28;WDay:*;Hour:6;Minute:50;	604800	604797				1
572	名剑大会Ai开关	0	0	0	0	0	Calendar:Solar;Year:2019;Month:12;MDay:2;WDay:*;Hour:12;Minute:0;		46800	0		center_scripts/Activity/名剑大会智能AI开关.lua	
575	百级小橙武						Calendar:Solar;Year:2020;Month:1;MDay:13;WDay:*;Hour:7;Minute:0;		3283199	1			
576	南诏会武·福禄宝箱						Calendar:Solar;Year:2022;Month:10;MDay:27;WDay:*;Hour:7;Minute:0;		2764799				
578	情人节						Calendar:Solar;Year:2020;Month:2;MDay:13;WDay:*;Hour:7;Minute:0;		604799	1			
579	浪客行						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340	1	scripts/Activity/ACT_浪客行/浪客行创建删除处理.lua		
580	龙兴阵起闯秘境						Calendar:Solar;Year:2020;Month:2;MDay:20;WDay:*;Hour:7;Minute:0;		2159999		scripts/Activity/龙兴阵起闯秘境/春节阵刷NPC.lua		
581	大师赛众筹数据刷新						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:0;Minute:*;				scripts\Activity\大师赛拭剑园\大师赛众筹数据计算.lua		
582	玉贤再临						Calendar:Solar;Year:2020;Month:11;MDay:19;WDay:*;Hour:20;Minute:0;		39599	1	scripts/Map/ACT_峰值活动/activity/峰值活动开始结束处理18.lua		
583	20201119峰值活动宝堆创建						Calendar:Solar;Year:2020;Month:11;MDay:19;WDay:*;Hour:21;Minute:0;		35999		scripts/Map/ACT_峰值活动/activity/20200228峰值活动刷新.lua		
584	毒尸刷新						Calendar:Solar;Year:2020;Month:2;MDay:28;WDay:*;Hour:20;Minute:0;		3600		scripts/Map/ACT_峰值活动/activity/20200228峰值活动毒尸boss刷新.lua		
585	风云将变						Calendar:Solar;Year:2020;Month:4;MDay:20;WDay:*;Hour:7;Minute:0;		2678399	1	scripts/Map/ACT_场景预热/activity/龙泉府活动开始结束处理.lua		
587	同人娘npc刷新						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86399		scripts/Map/Act_运营活动通用/activity/同人娘创建.lua		
588	寻宝归新庐						Calendar:Solar;Year:2020;Month:4;MDay:30;WDay:*;Hour:7;Minute:0;		1209599	1			
589	沈剑心屏风刷新						Calendar:Solar;Year:2020;Month:5;MDay:7;WDay:*;Hour:7;Minute:0;		1295999		scripts/Map/Act_运营活动通用/activity/沈剑心与屏风刷新.lua		
590	家园一号地黑市出售活动	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:20-23;Minute:0;	0	3000	0		center_scripts/Activity/HomeLandBlankMarket.lua	
591	家园初始化活动	0	0	0	0	0	Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:1;Hour:0;Minute:0;	0	3000	0		center_scripts/Activity/CreateHomeLand.lua	
592	家园入住率开放活动						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:16;Minute:0;					center_scripts/Activity/UpdateHomeLand.lua	
596	快捷购买活动						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:7;Minute:0;		86340				
597	城邑集日						Calendar:Solar;Year:2020;Month:6;MDay:15;WDay:*;Hour:7;Minute:0;		1209599	1	scripts/Map/ACT_摆摊玩法/activity/摆摊玩法活动.lua		
598	花灯寄心语						Calendar:Solar;Year:2023;Month:8;MDay:21;WDay:*;Hour:7;Minute:0;		1209599	1	scripts/Activity/端午节活动/花灯寄心语活动开始结束处理.lua		
599	守卫下班（12点—4点）						Calendar:Solar;Year:2001;Month:4;MDay:2;WDay:*;Hour:*;Minute:*;		14400		scripts/Activity/阵营攻防战/include/守卫上班系统公告.lua		
600	燃战江湖						Calendar:Solar;Year:2020;Month:6;MDay:29;WDay:*;Hour:7;Minute:0;		3024000	1			
601	仲夏风月						Calendar:Solar;Year:2020;Month:7;MDay:8;WDay:*;Hour:7;Minute:0;		2851199	1	scripts/Map/act_仲夏风月/activity/仲夏风月活动开始结束处理.lua		
602	园宅会赛						Calendar:Solar;Year:2018;Month:12;MDay:10;WDay:*;Hour:7;Minute:0;	604800	604799	1			
