ID	Activity	TimeRepresent	Class	Star	Level	Award	ShowPosition	IsHighlight	HightlightPath	Frame	ShowPriority	DetailPath	Hard	DetailMap	DetailAwards	Text	Event	nAdvancedTime	Label	BackgroundImage1	BackgroundImage2	Luckdraw	LuckPath	LuckFrame	LuckdrawText	DailyQuest	BuffID	TotalCount	FinishType	FinishCount	IsDouble	ExtraReward	DoubleStartTime	DoubleEndTime	CareerEvent	ShowLevel	Map	MapTip	szTitleBg	nMapIconFrame	BackgroundImage3	nPriority	bIsMultiple	szQuestID	bAutoCollect	bLimited	dwShopGroupID	dwDefaultShopID	nRedDotVersion
634	演武棋开业福利		2	5			13				0			<text>text="前往各大主城茶馆处" font=284</text><text>text="[成都]" font=173 link="NPCGuide/2285"</text><text>text="[太原]" font=173 link="NPCGuide/2286"</text><text>text="[侠客岛]" font=173 link="NPCGuide/2287"</text><text>text="[扬州]" font=173 link="NPCGuide/2282"</text><text>text="或家园集市区" font=284</text><text>text="[枫叶泊·乐苑]" font=173 link="NPCGuide/2283"</text><text>text="[枫叶泊·天苑]" font=173 link="NPCGuide/2284"</text><text>text="[广陵邑]" font=173 link="NPCGuide/2281"</text><text>text="与" font=284</text><text>text="弈仔" font=173</text><text>text="对话参与活动。" font=284</text>		<text>text="        山河方寸，弈争天下。运掌神机，举无遗策。" font=158</text><text>text="\\\n\\\n活动时间：" font=284</text><text>text="2020年11月23日7:00——2020年11月30日7:00" font=158</text><text>text="\\\n1、侠士们前往" font=284</text><text>text="主城茶馆处" font=173</text><text>text="或" font=284</text><text>text="家园集市区" font=173</text><text>text="找" font=284</text><text>text="弈仔" font=173</text><text>text="接取演武争锋任务。\\\n2、侠士们找" font=284</text><text>text="弈仔" font=173</text><text>text="参与一次演武棋排位赛（任意模式），并在第1次获得前6名（包含第6名）后，可在各" font=284</text><text>text="信使" font=173</text><text>text="处领取一枚" font=284</text><text>text="演武令" font=171 link="ItemLinkInfo/5/38245"</text><text>text="。\\\n3、携带演武令交予" font=284</text><text>text="弈仔" font=173</text><text>text="完成任务，即可获得" font=284</text><text>text="神机宝箱" font=171 link="ItemLinkInfo/5/38246"</text><text>text="。\\\n4、开启宝箱必得绑定版五行石，还有机会获得5元至720元不等额点卡与各个等级不绑定版玄晶！（未开启的宝箱会随活动结束而消失，请侠士们注意时间及时开启。）侠士可在" font=284</text><text>text="弈仔" font=173</text><text>text="处查询自己已获得的点卡数量。\\\n5、抽取到的点卡将于" font=284</text><text>text="12月3日10点" font=158</text><text>text="充值到侠士账号上。" font=284</text>	4		1	ui/Image/Active/Calendar/YanWuKaiYe_S.tga						762				1											ui/Image/Active/Calendar/YanWuKaiYe_B.tga								
636	月满归乡		1	2	20		13	0			2			<text>text="前往各大门派寻找地图上的标记处可观看灯火。" font=284</text>		<text>text="活动时间：2020年11月30日7:00至2020年12月7日7:00\\\n" font=158</text><text>text="1、活动期间，大侠可通过活动邮件获得" font=284</text><text>text="孔明灯·月满归乡" font=171 link="ItemLinkInfo/5/38309"</text><text>text="。\\\n2、" font=284</text><text>text="孔明灯·月满归乡" font=171 link="ItemLinkInfo/5/38309"</text><text>text="将于月满归乡活动结束时消失，活动期间可以多次使用。\\\n3、所有盛世门派场景将在每晚20:00至22:00燃放【万家灯火】主题烟花，大侠可前往场景标记处观赏烟花表演。" font=284</text>	4	5;	2	ui/Image/Active/Calendar/YMGX_S.tga		0														0~999	2;5;7;11;16;49;102;122;150;159;193;213;243;333;419;464;				ui/Image/Active/Calendar/YMGX_B.tga	5							
638	月满归乡放烟花		1																																														
639	双十二发红包和捏脸币		4													<text>text="Calendar:Solar;Year:2020;Month:12;MDay:3;WDay:*;Hour:7;Minute:0;\\\n一开始是双十二发红包和捏脸币。后来又改为商城大回馈。\\\n活动时间：1月28日7:00—3月1日7:00\\\n活动内容： 活动期间，账号在当前区服商城内每消费满300元（代付、实物、推栏除外），可获得以下三个奖励各一：\\\n送金币红包\\\n获得一个在世界频道发放金币奖励的红包，上不封顶，每份红包内包含1000金币，将分10份发给江湖中的有缘侠士（红包金额随机）。每位侠士每日最多可领5个红包。\\\n送捏脸币\\\n10元捏脸币，捏脸币有效期到3月1号7：00。\\\n送烟花\\\n绑定版“福到了”烟花，烟花永久有效，可燃放5分钟，有成就，有世界通告。" font=284</text>																																	
643	家园雪天		1				0																																										
644	家园雨天		1				0																																										
645	家园晴天		1				0																																										
647	帮会联赛报名		3																																														
648	帮会联赛预选赛		3																																														
649	帮会联赛练习赛		3																																														
650	帮会巅峰赛八强服务器		3														4																																
651	帮会巅峰赛四强服务器		3														4																																
652	帮会巅峰赛三强服务器		3														4																																
653	帮会巅峰赛亚军服务器		3														4																																
654	帮会巅峰赛冠军服务器		3														4																																
662	武林争霸赛	全天开放	3	5			11				0			<text>text="玩家需先加入帮会，由帮主进行报名，成功报名后，于比赛当天赛程时间内，前往" font=284</text><text>text="[" font=173</text><text>text="扬州" font=173 link="NPCGuide/2300"</text><text>text="][" font=173</text><text>text="成都" font=173 link="NPCGuide/2301"</text><text>text="][" font=173</text><text>text="太原" font=173 link="NPCGuide/2302"</text><text>text="][" font=173</text><text>text="侠客岛" font=173 link="NPCGuide/2303"</text><text>text="][" font=173</text><text>text="长安城" font=173 link="NPCGuide/2304"</text><text>text="][" font=173</text><text>text="长安·战乱" font=173 link="NPCGuide/2305"</text><text>text="][" font=173</text><text>text="长安" font=173 link="NPCGuide/2306"</text><text>text="][" font=173</text><text>text="洛阳" font=173 link="NPCGuide/2307"</text><text>text="][" font=173</text><text>text="少林" font=173 link="NPCGuide/2308"</text><text>text="][" font=173</text><text>text="万花" font=173 link="NPCGuide/2309"</text><text>text="][" font=173</text><text>text="天策" font=173 link="NPCGuide/2310"</text><text>text="][" font=173</text><text>text="纯阳" font=173 link="NPCGuide/2311"</text><text>text="][" font=173</text><text>text="七秀" font=173 link="NPCGuide/2312"</text><text>text="][" font=173</text><text>text="五毒" font=173 link="NPCGuide/2313"</text><text>text="][" font=173</text><text>text="唐门" font=173 link="NPCGuide/2314"</text><text>text="][" font=173</text><text>text="藏剑" font=173 link="NPCGuide/2315"</text><text>text="][" font=173</text><text>text="丐帮" font=173 link="NPCGuide/2316"</text><text>text="][" font=173</text><text>text="明教" font=173 link="NPCGuide/2317"</text><text>text="][" font=173</text><text>text="苍云" font=173 link="NPCGuide/2318"</text><text>text="][" font=173</text><text>text="长歌" font=173 link="NPCGuide/2319"</text><text>text="][" font=173</text><text>text="霸刀" font=173 link="NPCGuide/2320"</text><text>text="][" font=173</text><text>text="蓬莱" font=173 link="NPCGuide/2321"</text><text>text="][" font=173</text><text>text="凌雪阁" font=173 link="NPCGuide/2322"</text><text>text="][" font=173</text><text>text="衍天宗" font=173 link="NPCGuide/2323"</text><text>text="][" font=173</text><text>text="北天药宗" font=173 link="NPCGuide/2403"</text><text>text="]" font=173</text><text>text="[刀宗]" font=173 link="NPCGuide/2481"</text><text>text="处寻找" font=284</text><text>text="闻千瞬" font=173</text><text>text="，参加跨服武林争霸赛。" font=284</text>		<text>text="武林争霸赛报名流程：\\\n各帮会帮主可前往，闻千瞬处参加跨服武林争霸赛报名。报名需满足以下条件\\\n（1）本帮同时在线的满级且是正式成员" font=284</text><text>text="≥10人" font=158</text><text>text="。\\\n（2）帮会所属为浩气盟或恶人谷势力。\\\n武林争霸赛赛程安排为：\\\n1、练习赛" font=284</text><text>text="8月7日-10月18日" font=158</text><text>text="，在非正赛时间，全天开放，供各帮会对战练习。\\\n2、海选积分赛：" font=284</text><text>text="9月5日" font=158</text><text>text="，" font=284</text><text>text="9月6日" font=158</text><text>text="，" font=284</text><text>text="9月7日" font=158</text><text>text="，" font=284</text><text>text="9月8日" font=158</text><text>text="，" font=284</text><text>text="每晚2场" font=158</text><text>text="，" font=284</text><text>text="共计8场" font=158</text><text>text="，每晚" font=284</text><text>text="20：00" font=158</text><text>text="正式开始。在以上时间，各参赛帮会至" font=284</text><text>text="闻千瞬" font=158</text><text>text="处进行匹配对手参赛。\\\n3、本次海选赛进行级别划分：\\\n（1）同时在线的满级且是正式成员" font=284</text><text>text="≥10人" font=158</text><text>text=",且" font=284</text><text>text="<50人" font=158</text><text>text="，则进入" font=284</text><text>text="精英场" font=158</text><text>text="（本场" font=284</text><text>text="最多可进入成员50人" font=158</text><text>text="），" font=284</text><text>text="获胜不加分" font=81</text><text>text="。\\\n（2）同时在线的满级且是正式成员" font=284</text><text>text="≥50人" font=158</text><text>text=",且" font=284</text><text>text="<75人" font=158</text><text>text="，则进入" font=284</text><text>text="大师场" font=158</text><text>text="（本场" font=284</text><text>text="最多可进入成员75人" font=158</text><text>text="），" font=284</text><text>text="获胜加1分" font=81</text><text>text="。\\\n（3）同时在线的满级且是正式成员" font=284</text><text>text="≥75人" font=158</text><text>text="，则进入" font=284</text><text>text="巅峰场" font=158</text><text>text="（本场" font=284</text><text>text="最多可进入成员100人" font=158</text><text>text="），" font=284</text><text>text="获胜加5分，失利方加1分" font=81</text><text>text="。\\\n海选赛结束，按照区服名额，若本服积分一致，会额外进行加赛，选出各服榜单排名的队伍，晋级武林争霸赛淘汰赛。\\\n3、武林争霸赛正赛：" font=284</text><text>text="9月19日—9月28日" font=158</text><text>text="进行武林争霸赛" font=284</text><text>text="64进8双败淘汰赛" font=158</text><text>text="，" font=284</text><text>text="10月9日—10月14日" font=158</text><text>text="进行8进2" font=284</text><text>text="BO3淘汰赛制" font=158</text><text>text="，帮会可于每日晚" font=284</text><text>text="20:00" font=158</text><text>text="开赛，具体晋级帮会及参赛时间请关注官网赛程公告。\\\n4、武林争霸赛总决赛：" font=284</text><text>text="10月18日20：00" font=158</text><text>text="，进行武林争霸赛总决赛，本次总决赛也采用" font=284</text><text>text="BO3淘汰制" font=158</text><text>text="，为胜利加油！" font=284</text>			1	ui/Image/Active/Calendar/ZY_ZhengBaSaiXiao.tga																		<text>text="威望、战阶、玄晶、家具、坐骑、现金大奖以及天下第一的荣耀！" font=284</text>			ui/Image/Active/Calendar/ZY_ZhengBaSaiDa.tga	9							
670	帮会联赛练习赛补充8月		3																																														
671	帮会联赛练习赛补充9月		3																																														
672	帮会联赛练习赛补充10月		3																																														
673	长夜欲晓		2	5	16						0			<text>text="1、侠士可前往太原的" font=284</text><text>text="[阎明]" font=173 link="NPCGuide/2324"</text><text>text="处接取日常任务并完成公共事件。按“M”键打开地图查看正在发生的公共事件的位置。" font=284</text>		<text>text="活动时间：2021年3月22日7:00至《白帝风云》资料片。" font=158</text><text>text="\\\n1、侠士可前往七秀·乱世，从" font=284</text><text>text="[荀鸢]" font=173 link="NPCGuide/2326"</text><text>text="处接取“秀坊再聚”任务，完成剧情任务可获得4900品暗器囊。\\\n2、每日参与太原的“兴工修渠”系列公共任务可获得" font=284</text><text>text="乾元重宝" font=171 link="ItemLinkInfo/5/38779"</text><text>text="。可在活动商人" font=284</text><text>text="[阎晓]" font=173 link="NPCGuide/2325"</text><text>text="处使用" font=284</text><text>text="乾元重宝" font=171 link="ItemLinkInfo/5/38779"</text><text>text="和金钱购买背部挂件" font=284</text><text>text="载风雨" font=171 link="ItemLinkInfo/8/25653"</text><text>text="、" font=284</text><text>text="“" font=171</text><text>text="长明" font=171 link="ItemLinkInfo/5/38944"</text><text>text="”" font=171</text><text>text="前缀称号及" font=284</text><text>text="隐元秘宝·匡义令" font=171 link="ItemLinkInfo/5/47790"</text><text>text="等活动商品。\\\n" font=284</text>	4		1	ui/Image/Active/Calendar/YuRe_ChangYeYuXiao_S.tga																					ui/Image/Active/Calendar/YuRe_ChangYeYuXiao_B.tga	5							
674	武林争霸赛全民竞猜		2	5	120		11	1	ui\Image\Helper\Help—Bg.UITex	75	0		全民参与	<text>text="参与每日签到、“" font=284</text><text>text="大战！" font=181 link="LinkActivity/29"</text><text>text="”系列任务、“" font=284</text><text>text="战！烂柯山" font=181 link="LinkActivity/678"</text><text>text="”任务或“" font=284</text><text>text="一盏香茗话春秋" font=181 link="LinkActivity/793"</text><text>text="”任务来获得神机妙算笺。" font=284</text>		<text>text="活动时间：2023年9月4日7:00至2023年10月18日7:00" font=158</text><text>text="\\\n1、活动期间完成“大战！”日常任务可获得" font=284</text><text>text="神机妙算笺" font=171 link="ItemLinkInfo/5/54011"</text><text>text="一枚，每日同一账号仅可通过此途径获得一次。\\\n2、完成“战！烂柯山”阵营日常任务或“一盏香茗话春秋”任务可获得" font=284</text><text>text="神机妙算笺" font=171 link="ItemLinkInfo/5/54011"</text><text>text="一枚，每日同一账号仅可通过此途径获得一次。\\\n3、每日签到可获得" font=284</text><text>text="神机妙算笺" font=171 link="ItemLinkInfo/5/54011"</text><text>text="一枚，每日同一账号仅可获得一次。\\\n4、使用" font=284</text><text>text="神机妙算笺" font=171 link="ItemLinkInfo/5/54011"</text><text>text="可获得一次武林争霸赛竞猜机会。竞猜成功获得的积分可兑换丰厚礼品。\\\n\\\n*特殊竞猜截止时间为2023年9月19日20:00。\\\n*胜负竞猜截止时间为2023年10月18日20:15。 \\\n*网页端竞猜奖励兑换截止时间：2023年10月23日07:00。\\\n*9月5日7:00后可" font=284</text><text>text="点此进入" font=171 link="WebURL/24                                                                                           "</text><text>text="武林争霸赛竞猜网页端。" font=284</text>	4		1	ui/Image/Active/Calendar/TongBattlefieldDrawReward_S.tga		0													505				ui/Image/Active/AnNiuDiTu/TongBattlefieldDrawReward.tga		ui/Image/Active/Calendar/TongBattlefieldDrawReward_B.tga	8							1
675	长夜欲晓·月染白霞		1	5	16		9				0			<text>text="       完成指定的日常任务、周常任务，参与指定的阵营活动，参与" font=284</text><text>text="[" font=173</text><text>text="名剑大会" font=173 link="NPCGuide/2089"</text><text>text="][" font=173</text><text>text="绝境战场" font=173 link="NPCGuide/1039"</text><text>text="][" font=173</text><text>text="李渡鬼域" font=173 link="NPCGuide/1083"</text><text>text="][" font=173</text><text>text="列星虚境" font=173 link="NPCGuide/2050"</text><text>text="][" font=173</text><text>text="浪客行" font=173 link="NPCGuide/2207"</text><text>text="]" font=173</text><text>text="，参与秘境和团队秘境。" font=284</text>		<text>text="活动时间：2021年3月22日7:00至《白帝风云》资料片前" font=158</text><text>text="\\\n1、完成“大战”系列任务、“观澜泽畔危机潜”“鬼域生暗影”“孤城瀚海斩狂澜”“天斗两仪动参商”“江湖百年风霜事”任务可额外获得一份不占周上限的数值奖励；战阶结算速度提升至200%（3月29日生效），名剑大会个人竞技分低于2200时胜利后结算积分翻倍。\\\n2、110级团队秘境首领均会额外掉落一件装备，若首领掉落套装兑换牌，则额外掉落的装备必定也为套装兑换牌。" font=284</text>	4		1	ui/Image/Active/Calendar/ACT_675_S.tga																					ui/Image/Active/Calendar/ACT_675_B.tga	4							
678	阵营日常	10:00-次日2:10	3	5	120		17				1			<text>text="在" font=284</text><text>text="[" font=173</text><text>text="各大主城" font=173 link="NPCGuide/2332"</text><text>text="]" font=173</text><text>text="，均可以找到交接任务的公告牌。" font=284</text>		<text>text="1、阵营日常将每日七点更新在【" font=284</text><text>text="跨服·烂柯山" font=158</text><text>text="】场景的落霞瓷窑区域。\\\n2、侠士可以在主城、阵营场景的公告牌处，接取" font=284</text><text>text="“战！烂柯山”" font=158</text><text>text="阵营任务。\\\n3、接取任务后，需前往【" font=284</text><text>text="跨服·烂柯山" font=158</text><text>text="】地图驰援我方势力" font=284</text><text>text="（可快捷键Ctrl+Z打开界面）" font=158</text><text>text="，完成【" font=284</text><text>text="烂柯争锋拒鬼楼" font=158</text><text>text="】任务。\\\n4、每日" font=284</text><text>text="10:00" font=158</text><text>text="~次日" font=284</text><text>text="02:10" font=158</text><text>text="为任务时间（任务发放截止时间为" font=284</text><text>text="02:00" font=158</text><text>text="），其他为修整备战期。\\\n\\\n" font=284</text><text>text="--此任务奖励的威名点，可参与同阵营共账号角色共享--" font=158</text>			2	ui\Image\Active\Calendar\阵营日常_小图.tga							8114	1			1		1597014000	1598828399		0~999			ui/Image/Active/AnNiuDiTu/ZhenYingRiChang.tga		ui\Image\Active\Calendar\阵营日常_大图.tga		1	25148	1				
685	竞技场人机练习活动开启		3	4	95			0									4																																
686	名剑杯竞猜		2	5	110		11	1	ui\Image\Helper\Help—Bg.UITex	75	0		全民参与	<text>text="参与每日签到、“大战！”系列任务、“战！”系列阵营日常或“江湖烟雨任平生”来获得算无遗策笺；右键使用算无遗策笺参与竞猜；可在主城活动区" font=284</text><text>text="[" font=173</text><text>text="李媛媛" font=173 link="NPCGuide/2337"</text><text>text="]" font=173</text><text>text="处查询自己的竞猜情况，可在10月21日、10月25日、10月28日维护后找她领取竞猜奖励。" font=284</text>		<text>text="活动时间：2021年10月11日7:00至2021年10月25日7:00" font=158</text><text>text="\\\n       1、活动期间完成“大战！”日常任务可获得一枚" font=284</text><text>text="算无遗策笺" font=171 link="ItemLinkInfo/5/41443"</text><text>text="，每日同一账号仅可通过此途径获得一次。\\\n       2、完成“战！”系列阵营日常任务或“江湖烟雨任平生”任务可获得" font=284</text><text>text="算无遗策笺" font=171 link="ItemLinkInfo/5/41443"</text><text>text="一枚，每日同一账号仅可通过此途径获得一次。\\\n       3、每日签到可获得" font=284</text><text>text="算无遗策笺" font=171 link="ItemLinkInfo/5/41443"</text><text>text="一枚，每日同一账号仅可获得一次。\\\n       4、每个" font=284</text><text>text="算无遗策笺" font=171 link="ItemLinkInfo/5/41443"</text><text>text="提供一次名剑杯竞猜机会，右键使用" font=284</text><text>text="算无遗策笺" font=171 link="ItemLinkInfo/5/41443"</text><text>text="即可参与投票。根据投票时间不同，猜中的每票将获得不同数量的" font=284</text><text>text="名剑令" font=171 link="ItemLinkInfo/5/41444"</text><text>text="，可在" font=284</text><text>text="[" font=173</text><text>text="李媛媛" font=173 link="NPCGuide/2337"</text><text>text="]" font=173</text><text>text="处换取挂件、跟宠、限时烟花、家园家具等奖励。\\\n" font=284</text><text>text="活动时间：2021年10月11日7:00至2021年10月25日7:00" font=158</text><text>text="\\\n       1、可在各大主城" font=284</text><text>text="[" font=173</text><text>text="李媛媛" font=173 link="NPCGuide/2337"</text><text>text="]" font=173</text><text>text="处查询自己的竞猜情况、领取竞猜获得的" font=284</text><text>text="名剑令" font=171 link="ItemLinkInfo/5/41444"</text><text>text="、换取奖励，竞猜结果会在每周一或周四更新。" font=284</text>	4		2	ui/Image/Active/Calendar/MingJianBeiJingCai_S.tga		0													505						ui/Image/Active/Calendar/MingJianBeiJingCai_B.tga	9							
687	祭蚕节		2	5	16																																												
689	兔狲猫刷新用		1	5	120						0						4		2																														
690	欢乐PVP		3				0											10;1;0;																															
691	修罗挑战		4	5	120		11				0			<text>text="       通过修罗挑战面板可以创建修罗队。\\\n       前往各大主城寻找接引人" font=284</text><text>text="[" font=173</text><text>text="地字壹壹捌" font=173 link="NPCGuide/2338"</text><text>text="]" font=173</text><text>text="进入修罗挑战。" font=284</text>		<text>text="       为具有挑战精神的侠士提供一个更高追求的试炼场。组建至多40人的修罗队，以25人秘境的形式出战。在主城接引人[" font=284</text><text>text="地字壹壹捌" font=173 link="NPCGuide/2338"</text><text>text="]处进入秘境·修罗挑战。在修罗挑战中挑战首领获得积分可以与全区服的其余修罗队进行排名。每期活动结束时将会对名列前茅的修罗队进行嘉奖。\\\n\\\n" font=284</text>	4		2	ui/Image/Active/Calendar/Asura_S.tga																					ui/Image/Active/Calendar/Asura_B.tga	4							
692	全服禁言		1																																														
694	武林争霸赛今日第一场报名		3				5							<text>text="前往各大主城或门派场景寻找闻千瞬进行海选报名。" font=284</text>		<text>text="报名参赛《剑网3》武林争霸赛的帮会须满足帮会同时在线的满级且是正式成员人数大于等于" font=284</text><text>text="10" font=158</text><text>text="人。" font=284</text>		60;30;20;15;10;5;0;	1	ui/Image/Active/Calendar/ZY_ZhengBaSaiXiao.tga																		<text>text="威望、战阶、玄晶、马具、家具、坐骑、现金大奖以及天下第一的荣耀！" font=284</text>			ui/Image/Active/Calendar/ZY_ZhengBaSaiDa.tga								
695	武林争霸赛今日第二场报名		3				5							<text>text="前往各大主城或门派场景寻找闻千瞬进行海选报名。" font=284</text>		<text>text="报名参赛《剑网3》武林争霸赛的帮会须满足帮会同时在线的满级且是正式成员人数大于等于" font=284</text><text>text="10" font=158</text><text>text="人。" font=284</text>		30;20;15;10;5;1;0;	1	ui/Image/Active/Calendar/ZY_ZhengBaSaiXiao.tga																		<text>text="威望、战阶、玄晶、马具、家具、坐骑、现金大奖以及天下第一的荣耀！" font=284</text>			ui/Image/Active/Calendar/ZY_ZhengBaSaiDa.tga								
698	天降玄晶		1	5	100		11				0			前往各大秘境挑战首领。		<text>text="活动时间：2021年7月22日7:00~2021年8月16日7:00" font=158</text><text>text="\\\n" font=1</text><text>text="1、活动期间，70~95级团队秘境中玄晶与陨铁掉率翻倍。若首领必定掉落对应陨铁，则会额外掉落一个陨铁！\\\n2、秘境产出的[" font=284</text><text>text="天玄冰" font=158 link="ItemLinkInfo/5/29648"</text><text>text="]数量翻倍。每日完成太原/阴山大草原茶馆任务【快马江湖杯中茶】或每日首次完成洛阳城【洛阳神兵暗角逐】所额外获得的[" font=284</text><text>text="天玄冰" font=158 link="ItemLinkInfo/5/29648"</text><text>text="]数量增加1块。" font=284</text>			1	ui/Image/Active/Calendar/TJXJ_S.tga																					ui/Image/Active/Calendar/TJXJ_B.tga	5							
700	梦回天宝		2	5	100		11				0			<text>text="前往各大秘境挑战首领。前往扬州、太原、成都活动区的[" font=284</text><text>text="阳宝哥" font=173 link="NPCGuide/2339"</text><text>text="]处使用天宝华瓣购买道具。" font=284</text>		<text>text="活动时间：2021年7月29日维护后~2021年8月30日维护前" font=158</text><text>text="\\\n       活动期间，侠士挑战英雄天地三才阵、英雄无盐岛、英雄空雾峰、英雄天工坊、英雄灵霄峡秘境，每个首领将掉落1个[" font=284</text><text>text="天宝华瓣" font=171 link="ItemLinkInfo/5/40685"</text><text>text="]，且所获得的声望、江湖贡献值翻倍；特殊挂件的掉落概率翻倍。\\\n       活动期间，可在主城活动区的阳宝哥处使用48枚[" font=284</text><text>text="天宝华瓣" font=171 link="ItemLinkInfo/5/40685"</text><text>text="]兑换[" font=284</text><text>text="罗伞·蝶恋花" font=181 link="ItemLinkInfo/8/10185"</text><text>text="]、[" font=284</text><text>text="罗伞·舒翎" font=181 link="ItemLinkInfo/8/13759"</text><text>text="]、[" font=284</text><text>text="罗伞·月溶" font=181 link="ItemLinkInfo/8/10911"</text><text>text="]。此外，还能用1枚[" font=284</text><text>text="天宝华瓣" font=171 link="ItemLinkInfo/5/40685"</text><text>text="]兑换1个除滞散。\\\n       活动结束后，[" font=284</text><text>text="天宝华瓣" font=171 link="ItemLinkInfo/5/40685"</text><text>text="]不再掉落，阳宝哥处的罗伞挂件也将回归至原价，即每360枚[" font=284</text><text>text="天宝华瓣" font=171 link="ItemLinkInfo/5/40685"</text><text>text="]兑换一件永久罗伞背部挂件。" font=284</text>			1	ui/Image/Active/Calendar/MHTB_S.tga																					ui/Image/Active/Calendar/MHTB_B.tga	5							
703	剑网3十二周年庆典		1	5	1	0	9	1			0			<text>text="各大主城、秘境、野外地图。" font=284</text>		<text>text="活动时间：2021年8月16日7:00至2021年8月30日7:00\\\n" font=158</text><text>text="1、“大战！”系列任务、“江湖烟雨任平生”任务奖励数值翻倍；\\\n2、“战！藏剑乱世”任务、“战！洛阳城北”任务、“战！蔷薇列岛”任务、“战！黑戈壁”任务、“战！经首道源”任务奖励数值翻倍，额外奖励一百二十颗" font=284</text><text>text="五行石（一级）" font=171 link="ItemLinkInfo/5/24442"</text><text>text="；\\\n3、每日首次满额完成“据点贸易！”任务奖励数值翻倍；\\\n4、绝境战场“孤城瀚海斩狂澜”任务、李渡鬼域“鬼域生暗影”任务、列星虚境“天斗两仪动参商”任务奖励三倍" font=284</text><text>text="飞沙令碎片" font=171 link="ItemLinkInfo/5/47787"</text><text>text="，浪客行“江湖百年风霜事”任务奖励三倍" font=284</text><text>text="浪客笺" font=171 link="ItemLinkInfo/5/47809"</text><text>text="。\\\n5、“吉星高照揽雀神”额外奖励3500不占周上限的园宅币 和 5000叶子令。“欢乐棋牌吉星高照”任务奖励保持不变不参与翻倍活动。\\\n\\\n" font=284</text><text>text="活动时间：2021年8月16日7:00至2021年8月30日7:00" font=158</text><text>text="\\\n1、所有110级秘境额外掉落装备、装备兑换道具、" font=284</text><text>text="江湖不老囊" font=171 link="ItemLinkInfo/5/17376"</text><text>text="和" font=284</text><text>text="剑" font=171 link="ItemLinkInfo/5/22084"</text><text>text="侠" font=171 link="ItemLinkInfo/5/22085"</text><text>text="情" font=171 link="ItemLinkInfo/5/22086"</text><text>text="缘" font=171 link="ItemLinkInfo/5/22087"</text><text>text="系列道具。\\\n2、全秘境产出的玄晶、家具、坐骑、马具、宠物、挂件、披风、门派特殊武器任务物品掉率翻倍。\\\n3、战阶结算翻倍（生效时间8月23日-9月6日维护前）。\\\n4、名剑大会2200分以下结算分数翻倍，活动期间每周前5场胜利获得的" font=284</text><text>text="拭剑宝箱" font=171 link="ItemLinkInfo/5/42923"</text><text>text="个数由5个调整为10个。\\\n" font=284</text>	4		1	ui/Image/Active/Calendar/ZhouNianQing_12_S.tga						0	0	0	0		0				0	0~999					ui/Image/Active/Calendar/ZhouNianQing_12_B.tga	5							
