LinkID	MapID	NpcID	Kind	x	y	z	NpcName
2252	474	51479	勤修不辍·打坐	73934	82276	1070528	打坐区域
2253	475	51479	勤修不辍·打坐	45439	65352	1131264	打坐区域
2254	488	51479	勤修不辍·打坐	72921	79791	1113344	打坐区域
2255	464	51479	勤修不辍·打坐	47540	78102	1134173	打坐区域
2256	464	102518	衍天宗声望商	50461	78431	1133636	黎幔
2257	474	102919	七秀·碧霞会声望商	76614	76119	1069963	白依依
2258	475	101195	少林乱世赵云睿	10036	16844	1049759	赵云睿
2259	488	100973	王尧	108874	42512	1113088	王尧
2260	488	100972	郭戈	109011	51992	1112960	郭戈
2261	475	99575	少林·罗汉堂声望商	10580	57015	1144693	道修
2262	21	53526	冰域邪王虎	44229	32940	1053760	冰域邪王虎
2263	25	7776	谢渊	44564	27863	1137344	谢渊
2264	27	7786	王遗风	53631	71445	1132992	王遗风
2265	488	100961	恶人谷断仇殿	108702	42658	1113017	吴难敌
2266	464	102971	衍天宗习武区域	46913	74322	1133636	祖率
2267	473	17307	万花习武区域	103687	47913	1116074	万花大师兄
2268	474	17305	七秀习武区域	73348	82829	1070528	七秀大师姐
2269	475	17309	少林习武区域	11519	58529	1144693	少林大师兄
2270	488	17311	藏剑习武区域	72265	81701	1113299	藏剑大师兄
2271	473	103100	万花·同心盟声望商	103838	49624	1116177	匡炽
2272	488	103055	藏剑·祭剑堂声望商	74757	79611	1115460	叶勇
2273	473	99594	安权	90930	124325	1171629	安权
2274	474	100196	金郁	72081	65481	1057575	金郁
2275	474	102601	萧芬	71505	64390	1057569	萧芬
2276	108	99593	江湖郎中	73382	65563	1070356	江湖郎中
2277	473	103213	万花区域任务点	62998	86123	1120128	区域任务指引
2278	474	103213	七秀区域任务点	41880	89504	1063376	区域任务指引
2279	475	103213	少林区域任务点	71974	99083	1143936	区域任务指引
2280	488	103213	藏剑区域任务点	21296	78890	1151104	区域任务指引
2281	455	102457	演武棋接引人	28957	10518	1057086	弈仔
2282	6	102457	演武棋接引人	66099	45159	1052571	弈仔
2283	471	102457	演武棋接引人	16354	18746	1058996	弈仔
2284	486	102457	演武棋接引人	16354	18746	1058996	弈仔
2285	108	102457	演武棋接引人	73623	69456	1070734	弈仔
2286	194	102457	演武棋接引人	23406	57648	1133678	弈仔
2287	332	102457	演武棋接引人	71165	85641	1049426	弈仔
2288	464	99636	衍天宗宗主	53220	69990	1137763	萧卿云
2291	6	55775	天街灯市接引人	70721	47506	1052160	天小灯
2291	8	55775	天街灯市接引人	30298	89878	1060160	天小灯
2291	15	55775	天街灯市接引人	55100	93561	1061632	天小灯
2291	108	55775	天街灯市接引人	75171	72315	1071360	天小灯
2291	194	55775	天街灯市接引人	25328	65187	1137408	天小灯
2291	332	55775	天街灯市接引人	67494	105919	1057752	天小灯
2292	6	103333	春节活动接引人	70614	47416	1052096	小雪花
2292	108	103333	春节活动接引人	58034	65637	1072704	小雪花
2293	455	103330	春节活动接引人	18837	7805	1057920	小雪花
2293	462	103330	春节活动接引人	15582	24422	2418880	小雪花
2293	471	103330	春节活动接引人	16376	5567	1058368	小雪花
2293	486	103330	春节活动接引人	16376	5567	1058368	小雪花
2294	455	99483	赛貔貅	29486	8972	1057600	严丫头
2294	471	99483	赛貔貅	16025	19096	1059008	严丫头
2294	486	99483	赛貔貅	16025	19096	1059008	严丫头
2295	455	70720	迎宾舍信差	29265	7695	1057536	跑得快
2295	471	70720	迎宾舍信差	15828	19688	1058944	跑得快
2295	486	70720	迎宾舍信差	15828	19688	1058944	跑得快
2296	6	69603	浪客笺兑换商店	68494	62491	1052928	陈只鱼
2296	108	69603	浪客笺兑换商店	69558	68206	1072704	陈只鱼
2296	194	69603	浪客笺兑换商店	22838	61852	1134016	陈只鱼
2296	332	69603	浪客笺兑换商店	81252	99620	1052544	陈只鱼
2297	194	27547	元宵节活动接引人	23522	67656	1137408	林可
2298	332	27547	元宵节活动接引人	66206	104656	1052032	林可
2299	597	27552	元宵节秘境特使	9961	17430	1115460	甄荧荧
2299	599	27552	元宵节秘境特使	2210	7685	948077	甄荧荧
2299	607	27552	元宵节秘境特使	23735	26547	1083388	甄荧荧
2299	623	27552	元宵节秘境特使	33065	14626	1063579	甄荧荧
2300	6	103373	武林争霸赛接引人	91676	70051	1058752	闻千瞬
2301	108	103373	武林争霸赛接引人	67811	72366	1073920	闻千瞬
2302	194	103373	武林争霸赛接引人	18107	69896	1141056	闻千瞬
2303	332	103373	武林争霸赛接引人	82755	99866	1053504	闻千瞬
2304	172	103373	武林争霸赛接引人	60396	47805	1125440	闻千瞬
2305	156	103373	武林争霸赛接引人	59704	110618	1064448	闻千瞬
2306	15	103373	武林争霸赛接引人	59326	110830	1064512	闻千瞬
2307	8	103373	武林争霸赛接引人	13689	86249	1063040	闻千瞬
2308	5	103373	武林争霸赛接引人	44092	32742	1122432	闻千瞬
2309	2	103373	武林争霸赛接引人	48933	46373	1161216	闻千瞬
2310	11	103373	武林争霸赛接引人	56914	8754	1049856	闻千瞬
2311	7	103373	武林争霸赛接引人	27685	13351	1159104	闻千瞬
2312	16	103373	武林争霸赛接引人	21927	10392	1056960	闻千瞬
2313	102	103373	武林争霸赛接引人	25954	80675	1066496	闻千瞬
2314	122	103373	武林争霸赛接引人	80548	76811	1076032	闻千瞬
2315	49	103373	武林争霸赛接引人	66203	64865	1112768	闻千瞬
2316	159	103373	武林争霸赛接引人	63925	67976	1090304	闻千瞬
2317	150	103373	武林争霸赛接引人	57283	72035	1167936	闻千瞬
2318	193	103373	武林争霸赛接引人	46347	20416	1070208	闻千瞬
2319	213	103373	武林争霸赛接引人	85541	61416	1057792	闻千瞬
2320	243	103373	武林争霸赛接引人	81625	46381	1127104	闻千瞬
2321	333	103373	武林争霸赛接引人	109057	59404	1084544	闻千瞬
2322	419	103373	武林争霸赛接引人	63079	39561	1536832	闻千瞬
2323	464	103373	武林争霸赛接引人	48246	78427	1134208	闻千瞬
2324	194	103623	阎明	30652	16170	1117227	阎明
2325	194	103686	阎晓	30618	16019	1117113	阎晓
2326	474	103682	荀鸢				荀鸢
2330	6	8132	恶人谷战阶商	88772	74098	1054148	董海健
2330	8	8132	恶人谷战阶商	13916	81734	1060992	董海健
2330	15	8132	恶人谷战阶商	37366	111657	1065312	董海健
2330	27	8132	恶人谷战阶商	51608	69327	1114176	董海健
2330	108	8132	恶人谷战阶商	66947	59397	1074060	董海健
2330	194	8132	恶人谷战阶商	18762	59459	1143424	董海健
2330	332	8132	恶人谷战阶商	97108	96852	1054272	董海健
2331	6	8131	浩气盟战阶商	84686	74064	1054208	王雨瑶
2331	8	8131	浩气盟战阶商	13916	81734	1060992	王雨瑶
2331	15	8131	浩气盟战阶商	37366	111657	1065312	王雨瑶
2331	25	8131	浩气王雨瑶	49523	40396	1125696	王雨瑶
2331	108	8131	浩气盟战阶商	69565	62975	1074112	王雨瑶
2331	194	8131	浩气盟战阶商	20037	59473	1143424	王雨瑶
2331	332	8131	浩气盟战阶商	96335	95489	1056000	王雨瑶
2332	6	104325	阵营公告牌	68350	63243	1052730	阵营公告牌
2332	108	104325	阵营公告牌	71061	68180	1072644	阵营公告牌
2332	194	104325	阵营公告牌	22824	62020	1133890	阵营公告牌
2332	332	104325	阵营公告牌	81567	99650	1052585	阵营公告牌
2333	455	70722	庐园广记指引人	29076	8929	1057728	阎矩
2334	462	70722	庐园广记指引人	27976	49909	2407744	阎矩
2335	471	70722	庐园广记指引人	16627	18668	1058944	阎矩
2336	486	70722	庐园广记指引人	16748	18705	1058944	阎矩
2337	6	105157	名剑杯竞猜活动大使	71369	47403	1052096	李媛媛
2337	108	105157	名剑杯竞猜活动大使	73684	70091	1070784	李媛媛
2337	194	105157	名剑杯竞猜活动大使	25234	67391	1137536	李媛媛
2337	332	105157	名剑杯竞猜活动大使	65357	103005	1052224	李媛媛
2338	6	105305	修罗挑战接引人	67314	45246	1052096	地字壹壹捌
2338	108	105305	修罗挑战接引人	71343	68175	1072704	地字壹壹捌
2338	194	105305	修罗挑战接引人	25593	64015	1137536	地字壹壹捌
2338	332	105305	修罗挑战接引人	66164	102811	1052032	地字壹壹捌
2339	6	105860	梦回天宝活动大使	70461	45169	1052096	阳宝哥
2339	108	105860	梦回天宝活动大使	72175	66273	1071680	阳宝哥
2339	194	105860	梦回天宝活动大使	23053	67417	1137536	阳宝哥
2340	6	106173	大唐幻夜庆典扬州接引人	68839	51173	1054080	铃兰
2341	108	106173	大唐幻夜庆典成都接引人	71817	66822	1072256	铃兰
2342	194	106173	大唐幻夜太原入场接引人	23325	67182	1137536	铃兰
2343	332	106173	大唐幻夜侠客岛入场接引人	67997	106017	1057856	铃兰
2344	526	105512	北天药宗声望商	105252	84641	2037000	任笙黛
2345	6	111554	“行寻百绛”活动接引人	71183	47639	1052096	燕罗坊掌柜
2345	108	111554	“行寻百绛”活动接引人	74367	70047	1070784	燕罗坊掌柜
2345	194	111554	“行寻百绛”活动接引人	25330	67071	1137536	燕罗坊掌柜
2345	332	111554	“行寻百绛”活动接引人	65880	104819	1052032	燕罗坊掌柜
2346	108	106199	闻千瞬	73252	68761	1070694	闻千瞬
2347	105	106933	执笔官	120649	19402	1062512	执笔官
2348	105	106937	虞风华	113528	8314	1056940	虞风华
2349	105	106934	物资官	120560	19320	1062512	物资官
2350	525	105868	蚀毒巨尸	77577	18660	918656	蚀毒巨尸
2351	526	51479	勤修不辍·打坐	102009	90431	2034240	打坐区域
2352	526	107426	北天药宗习武区域	101732	89931	2034240	北天药宗大师姐
2353	525	107714	蚕丛寨声望商	123836	117581	1098880	蘅岳
2354	108	107829		65304	67302	1072704	稻花风月沈剑心
2355	15	107829		48406	107142	1061760	稻花风月沈剑心
2356	8	107829		29067	94890	1065984	稻花风月沈剑心
2357	6	107829		69111	47260	1052096	稻花风月沈剑心
2358	332	107829		72101	82543	1050880	稻花风月沈剑心
2359	194	107829		23645	65682	1137536	稻花风月沈剑心
2360	525	103571		95027	128426	1038528	衣旎
2361	6	59675	“冰雪盛会”活动商店	68489	51177	1053952	道成功
2361	108	59675	“冰雪盛会”活动商店	71715	67068	1072384	道成功
2361	194	59675	“冰雪盛会”活动商店	23359	67320	1137536	道成功
2361	332	59675	“冰雪盛会”活动商店	67584	106399	1057856	道成功
2361	526	59675	“冰雪盛会”活动商店	82033	109183	2189533	道成功
2362	526	108084	“速滑挑战”接引人	81869	108534	2189504	江乘风
2363	583	108182	“冰上曼舞”接引人	8856	4151	2024832	乔源智
2364	108	108149		71172	71101	1074560	杨升平
2365	525	108133	百战铸神兵	65698	1927	941824	朽月
2366	526	104684	陈月	98766	89261	2037504	陈月
2367	6	108379	烟花燃放处	69123	49444	1054656	烟花赏位
2368	108	108379	烟花燃放处	65684	67299	1072768	烟花赏位
2369	526	108379	烟花燃放处	109694	105438	2022272	烟花赏位
2370	6	108382	拾取奖励处	69317	46947	1051896	宝堆
2370	8	108382	拾取奖励处	28787	94723	1065848	宝堆
2370	15	108382	拾取奖励处	48173	106456	1061560	宝堆
2370	108	108382	拾取奖励处	66202	67063	1072504	宝堆
2370	194	108382	拾取奖励处	23645	65482	1137336	宝堆
2370	332	108382	拾取奖励处	72529	82638	1050680	宝堆
2370	526	108382	拾取奖励处	105948	101184	2023104	宝堆
2371	102	108306	陈月	120825	59355	1079252	陈月
2372	239	108309	曹雪阳	67400	26371	1093312	曹雪阳
2373	239	108951	许满道	67290	26302	1093312	许满道
2374	74	100398	梅墨	13456	12379	1104320	梅墨
2375	108	109608	羊村大作战接引狼	63488	67500	1075712	灰太狼
2376	332	109608	羊村大作战接引狼	64718	104033	1052096	灰太狼
2377	6	109710	节日限定兑换使者	69373	46430	1052096	美羊羊
2378	108	109710	节日限定兑换使者	63488	67112	1075712	美羊羊
2379	332	109710	节日限定兑换使者	64709	103596	1052096	美羊羊
2380	6	109608	羊村大作战接引狼	68726	46481	1052096	灰太狼
2381	590	109710	节日限定兑换使者	12176	7042	1063232	美羊羊
2382	590	109608	羊村大作战接引狼	12230	6582	1063424	灰太狼
2383	6	109733	羊村观光接引羊	69052	46431	1052096	喜羊羊
2384	108	109733	羊村观光接引羊	63475	67303	1075712	喜羊羊
2385	332	109733	羊村观光接引羊	64721	103824	1052096	喜羊羊
2386	455	99175	家园管家雇佣	28726	9457	1058112	纪得清
2386	462	99175	家园管家雇佣	28020	50740	2408704	纪得清
2386	471	99175	家园管家雇佣	15896	20102	1058944	纪得清
2386	486	99175	家园管家雇佣	15896	20102	1058944	纪得清
2387	15	110356	沈剑心	51060	81783	1060480	沈剑心
2388	151	110044		39020	31265	1064894	康宴别
2389	7	110045		87175	45547	1203503	康宴别
2390	475	110046		32237	8977	1068536	康宴别
2391	475	110057		99807	113108	1158003	康宴别
2392	475	110048		13014	8676	1052568	康宴别
2393	475	110058		36257	112057	1098253	康宴别
2394	525	110087		47233	103976	1031977	沐晴柔
2395	108	110097		62853	64810	1072687	沐晴柔
2396	105	110091		74745	41394	1057291	沐晴柔
2397	105	110071		68460	23025	1069877	沐晴柔
2398	215	110088		81216	111212	1157488	沐晴柔
2399	105	110100		73328	46742	1055308	沐晴柔
2400	108	110154	唐小珂的机关小猪	73247	69636	1070755	小粉猪
2401	122	110161	唐小珂的机关小猪	101242	74065	1079366	小黑猪
2402	21	110158	唐小珂的机关小猪	43999	43015	1059469	小花猪
2403	526	103373	武林争霸赛接引人	98106	84824	2032192	闻千瞬
2404	6	110917	游园会检票机器人	42042	73583	1049728	阿甘
2405	6	110875		42098	73338	1049728	沈剑心
2406	591	111341	柳惊涛	9455	8120	1176629	柳惊涛
2407	591	111758	柳璃	9458	8015	1176629	柳璃
2408	579	110275	白非人	126199	23691	1056778	白非人
2409	580	110353	岑伤	106189	3010	1067758	岑伤
2410	581	110184	龙一荡	17534	75787	1048501	龙一荡
2411	582	110450	尤珈罗摩	64805	34497	1069742	尤珈罗摩
2412	243	111828	霸刀山庄·大婚接引人	79498	102789	1172995	柳屏屏
2413	627	112577	千里伐逐接引人	70225	17272	1061997	纪昌淼
2414	627	112779	千里伐逐接引人	70639	10057	1062059	林明旭
2415	627	110590	浩气盟和正先锋	70404	10054	1062080	文韬
2416	627	110591	恶人谷恣桀先锋	70454	17313	1062016	王松
2417	579	109371	何海	110367	79297	1049856	何海
2418	581	109450	船夫	32919	118811	1049216	船夫
2419	627	110592	浩气盟和正先锋小队声望商	70404	10054	1062080	李青
2420	627	110593	恶人谷恣桀先锋小队声望商	70617	17277	1062016	柳莫识
2421	578	108484	刀宗声望商	118298	105935	1060608	水行天
2422	582	111762	茶馆老板娘	23526	24273	1047718	赵云睿
2423	578	113094	刀宗习武区域	106439	104314	1053504	刀宗大师兄
2424	578	51479	勤修不辍·打坐	106077	104291	1053504	打坐区域
2425	35	113370	活动任务·往事追忆	74331	65571	1169719	活动任务·往事追忆
2426	582	112790	楚天社名望商	59375	66884	1046995	宋千帆
2427	582	111130	阮梅	102644	66716	1048704	阮梅
2428	6	65041	乐游纪接引人	87216	73648	1054976	方缘音
2429	108	65041	乐游纪接引人	68748	61621	1074112	方缘音
2430	194	65041	乐游纪接引人	19545	59708	1143296	方缘音
2431	332	65041	乐游纪接引人	97679	94199	1057536	方缘音
2432	6	111455	百战异闻录接引人	67296	45230	1052096	汪小天
2432	108	111455	百战异闻录接引人	71474	68174	1072704	汪小天
2432	194	111455	百战异闻录接引人	25412	63949	1137536	汪小天
2432	332	111455	百战异闻录接引人	66118	102852	1052032	汪小天
2433	6	69344	薪火互助	71033	47075	1052096	江南南
2433	108	69344	薪火互助	74114	70679	1070784	江南南
2434	159	50817	门派事件·丐帮	17454	109495	1119936	丐帮弟子
2435	21	30409	据点总管·巴陵逐鹿坪	39587	57726	1058880	据点总管
2435	23	30409	据点总管·龙门飞沙关	29357	92405	1055104	据点总管
2435	153	30409	据点总管·马嵬驿世外坡	72087	16055	1226624	据点总管
2436	21	36387	据点总管·巴陵盘龙坞	8937	36907	1057472	据点总管
2436	23	36388	据点总管·龙门客栈	48239	37101	1055680	据点总管
2437	578	108526	刀宗掌门	112367	114196	1061546	谢云流
2438	108	9890	信使	64564	71769	1072704	广都镇信使
2439	332	4705	信使	79413	103476	1056128	信使
2440	194	37117	信使	15820	61347	1142976	太原城信使
2441	6	120620	尘世曼舞接引人	71255	45777	1052096	乐小天
2441	8	120620	尘世曼舞接引人	28447	88928	1059008	乐小天
2441	15	120620	尘世曼舞接引人	47257	103126	1061888	乐小天
2441	108	120620	尘世曼舞接引人	72609	66008	1070912	乐小天
2441	194	120620	尘世曼舞接引人	23901	67432	1137536	乐小天
2441	332	120620	尘世曼舞接引人	68344	105870	1057600	乐小天
2442	6	120918		71065	46725	1052352	寻绎天机货品
2442	108	120918		74058	71358	1071104	寻绎天机货品
2442	194	120918		25799	65819	1137792	寻绎天机货品
2442	332	120918		65022	103840	1052416	寻绎天机货品
2443	634	120902	寻绎天机兑换商店	16342	17252	1053056	天小灯
2444	6	120905	天街灯市接引人	71041	46465	1052096	天小灯
2445	108	120905	天街灯市接引人	74284	71074	1070848	天小灯
2446	194	120905	天街灯市接引人	25602	66275	1137536	天小灯
2447	332	120905	天街灯市接引人	66110	103967	1052032	天小灯
2448	634	120916	李星云	16070	17262	1052954	李星云
2449	580	122195		81065	45068	1110849	穆玄英
2450	580	122198		81455	42503	1110849	陶寒亭
2451	582	122157		71832	65929	1047296	白七
2452	582	122092		71057	67173	1047488	闻千瞬
2453	194	60212	李渡鬼域接引人	19584	59384	1143104	曲小宝
2454	627	110353	岑伤	106189	3010	1067758	岑伤
2455	627	110275	白非人	106189	3010	1067758	白非人
2456	627	110184	龙一荡	106189	3010	1067758	龙一荡
2457	627	110450	尤珈罗摩	106189	3010	1067758	尤珈罗摩
2458	627	100506	宗朗	106189	3010	1067758	宗朗
2459	627	105868	蚀毒巨尸	106189	3010	1067758	蚀毒巨尸
2460	627	100509	唐阙	106189	3010	1067758	唐阙
2461	627	100817	土行孙	106189	3010	1067758	土行孙
2462	627	100574	桑乔	106189	3010	1067758	桑乔
2463	582	122881		24050	26211	1047723	月嘉禾
2464	581	123020	程知赋	87107	42005	1119643	程知赋
2465	582	122884		39714	52768	1048384	月嘉禾
2466	581	122893		22752	30563	1057600	闻千瞬
2467	108	123175	[张家界·相遇]接引人	59239	64932	1072704	胡悠悠
2468	194	123175	[张家界·相遇]接引人	26488	63040	1133568	胡悠悠
2469	332	123175	[张家界·相遇]接引人	69200	88562	1049600	胡悠悠
2470	6	123175	[张家界·相遇]接引人	73992	45648	1052800	胡悠悠
2471	332	25635	余半仙	90332	91673	1049542	余半仙
2472	652	123600	沙海行约货品	2940	8983	1056304	佘婵
2473	108	123617		75350	70832	1070784	沙海行约货品
2474	6	123617		71363	46561	1052096	沙海行约货品
2475	194	123617		25707	64987	1137536	沙海行约货品
2476	332	123617		64862	104877	1052096	沙海行约货品
2477	108	123569	落日丘接引人	74284	71074	1070848	夏拉派蒂
2478	6	123569	落日丘接引人	71041	46465	1052096	夏拉派蒂
2479	194	123569	落日丘接引人	25602	66275	1137536	夏拉派蒂
2480	332	123569	落日丘接引人	66110	103967	1052032	夏拉派蒂
2481	578	103373	武林争霸赛接引人	109396	104643	1055872	闻千瞬
2482	652	123601	主城接引人	2886	8984	1056320	夏拉派蒂
2483	6	123867		85349	74126	1054208	小曾
2484	6	123871		89402	73636	1054208	小珍
2485	108	123867		69502	63076	1074112	小曾
2486	108	123871		66777	59709	1074112	小珍
2487	194	123867		20122	59708	1143104	小曾
2488	194	123871		18679	59701	1143168	小珍
2489	332	123867		96712	95822	1056000	小曾
2490	332	123871		97646	96166	1054336	小珍
2491	159	123481	曾莲	122891	19726	1093614	曾莲
2492	159	123902	刘金刀	117267	11301	1093693	刘金刀
2493	159	123914	郭珠	108390	8097	1105040	郭珠
2494	6	201150	<八荒衡鉴>接引人	70811	47344	1052096	季斯年
2495	108	201150	<八荒衡鉴>接引人	71571	68058	1072704	季斯年
2496	194	201150	<八荒衡鉴>接引人	23372	63770	1137536	季斯年
2497	332	201150	<八荒衡鉴>接引人	66305	104065	1052032	季斯年
2498	565	108118	私邸奉引	2421	1245	1056512	何千千
2499	582	111762	贺闲茶具	24294	24994	1047744	贺闲茶具
2500	213	123408		121537	63450	1062863	贺闲
2501	582	123412		30763	83145	1067264	贺闲
2502	213	124479		121363	63508	1062912	书卷
2503	6	124087		35236	70741	1046464	黄明曲
2504	108	124087		74371	70461	1070784	黄明曲
2505	194	124087		25565	66676	1137536	黄明曲
2506	332	124087		66708	104871	1054016	黄明曲
2507	6	125422	巅峰阵营战	69140	66523	1051968	巅峰阵营战宝堆
2508	108	125422	巅峰阵营战	65675	67291	1072768	巅峰阵营战宝堆
2509	194	125422	巅峰阵营战	24286	65694	1137536	巅峰阵营战宝堆
2510	332	125422	巅峰阵营战	66286	104820	1052032	巅峰阵营战宝堆
2511	213	125387		104979	61397	1058752	秦潼
2512	213	125724		106129	49057	1058112	贺闲
2513	647	125789		128021	109676	1786688	九老洞
2514	6	36788	铸造工具台	53419	58227	1050944	郑铸
2514	8	2268	铸造工具台	35104	86016	1057856	叶之天
2514	15	3517	铸造工具台	56359	116544	1065792	陈泰
2514	108	14365	铸造工具台	62589	62373	1072704	谭奇山
2514	194	36788	铸造工具台	15516	76790	1137856	郑铸
2514	332	9878	铸造工具台	89112	99945	1049920	崔千铠
2515	6	7597	大药臼	57364	61526	1052032	清风
2515	8	3520	大药臼	36276	83946	1057088	郑佳成
2515	15	3120	大药臼	25179	45766	1064064	郑玲珑
2515	108	9865	大药臼	62712	64237	1072704	杜离亨
2515	194	42385	大药臼	17040	74717	1137920	蒙风行
2516	6	2281	炉灶	58568	56323	1050880	香大宝
2516	8	2343	炉灶	60317	21076	1083712	刘贺
2516	8	814	炉灶	30602	84794	1053504	蔡柄乾
2516	15	3761	炉灶	52474	115319	1065792	尹伊
2516	108	9866	炉灶	63743	63838	1072704	常伊畅
2516	194	9866	炉灶	17006	76893	1137920	常伊畅
2516	332	9769	炉灶	98139	89915	1050240	李虬髯
2517	6	2278	印染工作台	55668	58841	1051072	牛千针
2517	8	2319	印染工具台	35964	86153	1057984	宣忆波
2517	15	3758	印染工具台	55296	112957	1063872	朱雁卿
2517	108	9874	印染工具台	63813	61619	1072704	卓桂莲
2517	194	14364	印染工具台	13878	75449	1137920	阿狸婆婆
2517	332	9880	印染工具台	89091	78650	1050368	素焕秀
2518	6	70717	梓匠台	53902	56626	1050880	严小六
2518	108	70717	梓匠台	61520	62434	1072704	严小六
2518	194	70717	梓匠台	15868	74595	1137856	严小六
2518	332	70717	梓匠台	89698	100176	1049728	严小六
2519	647	126241		90542	66844	1780736	放生台
2520	647	123508	云从社名望商	49470	24087	1604381	阮三醒
2521	642	51479	勤修不辍·打坐	20141	99266	840960	打坐区域
2522	642	125977	万灵山庄习武区域	20858	99228	842944	万灵山庄大师姐
2523	642	125374	万灵山庄声望商	21281	100867	841947	秃秃
2524	642	126220	大唐小黑守护使	45698	34761	830656	颂南云
2525	6	126234	建木海接引人	70712	45991	1052096	小黑
2525	108	126234	建木海接引人	73973	70545	1070784	小黑
2525	194	126234	建木海接引人	25491	66085	1137536	小黑
2525	332	126234	建木海接引人	66108	104588	1052032	小黑
2526	6	126248		70805	46223	1052096	小黑奇遇记货品
2526	108	126248		73910	70720	1070784	小黑奇遇记货品
2526	194	126248		25550	66292	1137536	小黑奇遇记货品
2526	332	126248		66129	104792	1052096	小黑奇遇记货品
